2014-12-10 11:40:37:0262, edge_create, Tuple[28,31,0.21639986672819156,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0262, edge_create, Tuple[28,32,0.012266150356005201,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0278, edge_create, Tuple[28,33,0.9705583240676016,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0278, edge_create, Tuple[28,34,0.8443745943222827,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0293, edge_create, Tuple[28,35,0.37862537893544057,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0293, edge_create, Tuple[28,36,0.24615333389680194,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0309, edge_create, Tuple[28,37,0.07156992917652993,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0309, edge_create, Tuple[28,38,0.430943611928286,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0324, edge_create, Tuple[28,39,0.3424508620287845,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0324, edge_create, Tuple[28,40,0.8759846951720298,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0340, edge_create, Tuple[28,41,0.31146600228705945,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0340, edge_create, Tuple[28,42,0.6597423581415316,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0356, edge_create, Tuple[28,43,0.5607760566103838,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0356, edge_create, Tuple[28,44,0.9694114401116078,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0371, edge_create, Tuple[28,45,0.2516768196784527,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0371, edge_create, Tuple[28,46,0.7843765047268151,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0387, edge_create, Tuple[28,47,0.639207015154444,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0387, edge_create, Tuple[28,48,0.9449863754638428,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0402, edge_create, Tuple[28,49,0.41684668572647954,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0402, edge_create, Tuple[28,50,0.1312027707643597,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0418, edge_create, Tuple[28,51,0.34427400037553135,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0434, edge_create, Tuple[28,52,0.41052880876599085,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0434, edge_create, Tuple[28,53,0.9750283841853736,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0449, edge_create, Tuple[28,54,0.7552431896674769,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0449, edge_create, Tuple[28,55,0.05232047720500432,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0465, edge_create, Tuple[28,56,0.3896169390869816,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0465, edge_create, Tuple[28,57,0.7772041716804278,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0480, edge_create, Tuple[28,58,0.7008556975505926,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0480, edge_create, Tuple[28,59,0.8740788045271554,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0496, edge_create, Tuple[28,60,0.2534987702325797,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0496, edge_create, Tuple[28,61,0.3373402287297158,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0512, edge_create, Tuple[28,62,0.7845498822933146,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0512, edge_create, Tuple[28,63,0.29639407584582533,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:37:0543, discussion_open, 65035
2014-12-10 11:40:37:0543, diag_itemclicked, id=65035, type=1
2014-12-10 11:40:37:0543, diag_itemexited, id=65035, type=1
2014-12-10 11:40:40:0460, diag_detail_itementered, id=14617, type=1
2014-12-10 11:40:40:0507, diag_detail_itemexited, id=14617, type=1
2014-12-10 11:40:40:0897, diag_detail_itementered, id=65035, type=1
2014-12-10 11:40:42:0426, diag_detail_itemclicked, id=65035, type=1
2014-12-10 11:40:43:0565, diag_detail_itemexited, id=65035, type=1
2014-12-10 11:40:43:0908, diag_detail_itementered, id=65035, type=1
2014-12-10 11:40:44:0173, diag_detail_itemclicked, id=65035, type=1
2014-12-10 11:40:44:0345, edge_create, Tuple[0,1,0.8524705659392864,4,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0360, answer_create, 65056
2014-12-10 11:40:44:0360, edge_create, Tuple[1,2,0.39375245166266193,4,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0360, answer_create, 65059
2014-12-10 11:40:44:0360, edge_create, Tuple[1,3,0.5722199442324928,4,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0360, answer_create, 65185
2014-12-10 11:40:44:0360, edge_create, Tuple[1,4,0.9452523882581308,4,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0360, answer_create, 65049
2014-12-10 11:40:44:0360, edge_create, Tuple[1,5,0.9237800970288359,4,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0360, answer_create, 65282
2014-12-10 11:40:44:0360, edge_create, Tuple[1,6,0.40838131228039454,4,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0360, answer_create, 65362
2014-12-10 11:40:44:0360, edge_create, Tuple[1,7,0.8841989803514589,4,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0360, answer_create, 65219
2014-12-10 11:40:44:0360, edge_create, Tuple[1,8,0.993215439545022,4,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0360, answer_create, 65943
2014-12-10 11:40:44:0360, edge_create, Tuple[1,9,0.8423688687306334,4,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0360, answer_create, 65949
2014-12-10 11:40:44:0376, edge_create, Tuple[1,10,0.7326440787520225,4,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0376, answer_create, 158141
2014-12-10 11:40:44:0376, edge_create, Tuple[1,11,0.7289223410363213,4,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0376, answer_create, 296053
2014-12-10 11:40:44:0376, edge_create, Tuple[1,12,0.8095586015580958,4,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0376, answer_create, 277249
2014-12-10 11:40:44:0376, edge_create, Tuple[1,13,0.17627627674757862,4,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0376, answer_create, 2902578
2014-12-10 11:40:44:0376, edge_create, Tuple[1,14,0.19685292307970848,4,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0376, answer_create, 2824754
2014-12-10 11:40:44:0376, edge_create, Tuple[1,15,0.03961993739297576,4,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0376, answer_create, 2824758
2014-12-10 11:40:44:0376, edge_create, Tuple[1,16,0.6828548669174633,4,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0376, answer_create, 2824998
2014-12-10 11:40:44:0376, edge_create, Tuple[1,17,0.3102857660720417,4,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0376, answer_create, 2824759
2014-12-10 11:40:44:0376, edge_create, Tuple[1,18,0.5647577100227054,4,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0391, answer_create, 2824762
2014-12-10 11:40:44:0392, edge_create, Tuple[1,19,0.9683405756662523,4,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0393, answer_create, 2826472
2014-12-10 11:40:44:0393, edge_create, Tuple[1,20,0.8334423153365011,4,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0393, answer_create, 2902505
2014-12-10 11:40:44:0393, edge_create, Tuple[1,21,0.6094012541634811,4,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0393, answer_create, 10188271
2014-12-10 11:40:44:0393, edge_create, Tuple[1,22,0.6355925696463928,4,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0393, answer_create, 7756997
2014-12-10 11:40:44:0393, edge_create, Tuple[1,23,0.7777442627651961,4,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0393, answer_create, 16604763
2014-12-10 11:40:44:0393, edge_create, Tuple[1,24,0.47715832348155407,4,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0393, answer_create, 17634958
2014-12-10 11:40:44:0393, edge_create, Tuple[1,25,0.20799952683679812,4,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0393, edge_create, Tuple[0,26,0.7730759241741884,2,1.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0393, pattern_create, 2
2014-12-10 11:40:44:0393, edge_create, Tuple[26,27,0.5634807248573203,2,1.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0393, edge_create, Tuple[0,28,0.4019189031000492,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0393, edge_create, Tuple[28,29,0.5310128390226961,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0409, edge_create, Tuple[28,30,0.29413348609139944,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0409, edge_create, Tuple[28,31,0.13860606150184895,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0425, edge_create, Tuple[28,32,0.37516657933107345,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0425, edge_create, Tuple[28,33,0.08025278183205253,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0440, edge_create, Tuple[28,34,0.4596845374106667,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0440, edge_create, Tuple[28,35,0.4163711233827786,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0456, edge_create, Tuple[28,36,0.7129060385202738,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0456, edge_create, Tuple[28,37,0.8519951138585136,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0471, edge_create, Tuple[28,38,0.7756516770134813,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0471, edge_create, Tuple[28,39,0.5388493674288338,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0487, edge_create, Tuple[28,40,0.5099919519844707,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0487, edge_create, Tuple[28,41,0.9912025542421659,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0503, edge_create, Tuple[28,42,0.9344249125660398,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0518, edge_create, Tuple[28,43,0.8162533786615198,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0518, edge_create, Tuple[28,44,0.3565281872315381,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0518, edge_create, Tuple[28,45,0.9332708669768541,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0534, edge_create, Tuple[28,46,0.005331179269400854,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0534, edge_create, Tuple[28,47,0.26542327320902015,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0549, edge_create, Tuple[28,48,0.8466837945737606,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0549, edge_create, Tuple[28,49,0.3359406205945257,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0565, edge_create, Tuple[28,50,0.4172302535563047,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0565, edge_create, Tuple[28,51,0.16585210279571105,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0581, edge_create, Tuple[28,52,0.8239257395469456,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0581, edge_create, Tuple[28,53,0.5620256010213385,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0596, edge_create, Tuple[28,54,0.8671792498190042,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0612, edge_create, Tuple[28,55,0.5877465949316467,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0612, edge_create, Tuple[28,56,0.10061399246974345,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0627, edge_create, Tuple[28,57,0.3378662313573695,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0643, edge_create, Tuple[28,58,0.5361772236932096,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0643, edge_create, Tuple[28,59,0.289004565065065,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0659, edge_create, Tuple[28,60,0.34009985533643594,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0659, edge_create, Tuple[28,61,0.4829241050088334,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0674, edge_create, Tuple[28,62,0.8963223283033352,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0674, edge_create, Tuple[28,63,0.7266226949901002,1,0.0,1418229604156,1418229604156]
2014-12-10 11:40:44:0690, discussion_open, 65035
2014-12-10 11:40:44:0690, diag_detail_itemclicked, id=65035, type=1
2014-12-10 11:40:46:0125, diag_detail_itementered, id=14617, type=1
2014-12-10 11:40:46:0172, diag_detail_itemexited, id=14617, type=1
2014-12-10 11:40:46:0265, list_mouseentered, type=detailRelatedList, item=5222
2014-12-10 11:40:47:0701, list_mouseexited, type=detailRelatedList
2014-12-10 11:40:47:0779, diag_detail_itementered, id=19295, type=1
2014-12-10 11:40:47:0810, diag_detail_itemexited, id=19295, type=1
2014-12-10 11:40:48:0231, diag_detail_itementered, id=65035, type=1
2014-12-10 11:40:48:0964, diag_detail_itemexited, id=65035, type=1
2014-12-10 11:40:49:0027, diag_detail_itementered, id=65035, type=1
2014-12-10 11:40:53:0707, diag_detail_itemexited, id=65035, type=1
2014-12-10 11:40:54:0003, diag_detail_itementered, id=14617, type=1
2014-12-10 11:40:54:0034, diag_detail_itemexited, id=14617, type=1
2014-12-10 11:40:54:0159, list_mouseentered, type=detailRelatedList, item=24723
2014-12-10 11:40:55:0407, list_mouseexited, type=detailRelatedList
2014-12-10 11:40:55:0594, list_mouseentered, type=detailRelatedList, item=19295
2014-12-10 11:40:55:0672, list_mouseexited, type=detailRelatedList
2014-12-10 11:40:58:0745, list_mouseentered, type=detailRelatedList, item=30160
2014-12-10 11:41:00:0773, list_mouseexited, type=detailRelatedList
2014-12-10 11:41:01:0148, diag_detail_itementered, id=0.8524705659392864, type=4
2014-12-10 11:41:01:0163, diag_detail_itemexited, id=0.8524705659392864, type=4
2014-12-10 11:41:01:0163, diag_detail_itementered, id=65035, type=1
2014-12-10 11:41:14:0673, diag_detail_itemexited, id=65035, type=1
2014-12-10 11:41:15:0375, diag_detail_itementered, id=0.8524705659392864, type=4
2014-12-10 11:41:15:0406, diag_detail_itemexited, id=0.8524705659392864, type=4
2014-12-10 11:41:15:0406, diag_detail_itementered, id=65035, type=1
2014-12-10 11:41:16:0545, diag_detail_itemexited, id=65035, type=1
2014-12-10 11:41:16:0639, diag_detail_itementered, id=-816481604, type=3
2014-12-10 11:41:16:0670, diag_detail_itemexited, id=-816481604, type=3
2014-12-10 11:41:16:0935, diag_detail_itementered, id=0.5634807248573203, type=2
2014-12-10 11:41:16:0966, diag_detail_itemexited, id=0.5634807248573203, type=2
2014-12-10 11:41:17:0232, diag_detail_itementered, id=2, type=0
2014-12-10 11:41:18:0230, diag_detail_itemexited, id=2, type=0
2014-12-10 11:41:18:0246, answer_open, VisualItem[tree.nodes,25,id=17634958,type=20,title=,body=<p>No, not always one exception case is//
System.exit(0);
before the finally block prevents finally to be  executed.</p>

<pre><code>class A
{
public static void main(String args[])
{
DataInputStream cin = new DataInputStream(System.in);
try
{
int i=Integer.parseint(cin.readLine());
}catch(ArithmeticException e)
{
}
catch(Exception e)
{
System.exit(0);//Program terminates before executing finally block
}
finally()
{
System.out.println("No error");
}
}
}
</code></pre>
,solution=,x=0.0,y=0.0,viewcount=0,answercount=0,acceptedanswerid=-1,owner=Anonymous,lasteditdate=1418229604156L,lastactivitydate=0L,tags=,score=1,searchfield=]
2014-12-10 11:41:18:0246, answer_open, VisualItem[tree.nodes,25,id=17634958,type=20,title=,body=<p>No, not always one exception case is//
System.exit(0);
before the finally block prevents finally to be  executed.</p>

<pre><code>class A
{
public static void main(String args[])
{
DataInputStream cin = new DataInputStream(System.in);
try
{
int i=Integer.parseint(cin.readLine());
}catch(ArithmeticException e)
{
}
catch(Exception e)
{
System.exit(0);//Program terminates before executing finally block
}
finally()
{
System.out.println("No error");
}
}
}
</code></pre>
,solution=,x=0.0,y=0.0,viewcount=0,answercount=0,acceptedanswerid=-1,owner=Anonymous,lasteditdate=1418229604156L,lastactivitydate=0L,tags=,score=1,searchfield=]
2014-12-10 11:41:18:0246, diag_detail_itementered, id=17634958, type=20
2014-12-10 11:41:18:0339, diag_detail_itemexited, id=17634958, type=20
2014-12-10 11:41:20:0679, diag_detail_itementered, id=0.8524705659392864, type=4
2014-12-10 11:41:20:0726, diag_detail_itemexited, id=0.8524705659392864, type=4
2014-12-10 11:41:20:0726, diag_detail_itementered, id=878253877, type=3
2014-12-10 11:41:21:0272, diag_detail_itemexited, id=878253877, type=3
2014-12-10 11:41:21:0272, diag_detail_itementered, id=0.9237800970288359, type=4
2014-12-10 11:41:21:0319, diag_detail_itemexited, id=0.9237800970288359, type=4
2014-12-10 11:41:21:0569, answer_open, VisualItem[tree.nodes,5,id=65049,type=21,title=,body=<p>finally will be called.</p>

<p>The only time finally won't be called is if you call System.exit() or if the JVM crashes first.</p>
,solution=,x=0.0,y=0.0,viewcount=0,answercount=0,acceptedanswerid=-1,owner=Anonymous,lasteditdate=1418229604156L,lastactivitydate=0L,tags=,score=332,searchfield=]
2014-12-10 11:41:21:0584, answer_open, VisualItem[tree.nodes,5,id=65049,type=21,title=,body=<p>finally will be called.</p>

<p>The only time finally won't be called is if you call System.exit() or if the JVM crashes first.</p>
,solution=,x=0.0,y=0.0,viewcount=0,answercount=0,acceptedanswerid=-1,owner=Anonymous,lasteditdate=1418229604156L,lastactivitydate=0L,tags=,score=332,searchfield=]
2014-12-10 11:41:21:0584, diag_detail_itementered, id=65049, type=21
2014-12-10 11:41:22:0349, diag_detail_itemexited, id=65049, type=21
