2014-04-03 06:06:49:0435, setup_loaddata
2014-04-03 06:06:50:0803, list_mouseentered, 2158
2014-04-03 06:06:51:0219, list_mouseexited
2014-04-03 06:06:51:0331, list_mouseentered, 123
2014-04-03 06:06:51:0763, list_mouseexited
2014-04-03 06:06:53:0164, list_mouseentered, -771804441
2014-04-03 06:07:16:0467, edge_create, Tuple[0,1,0.8291200330606022,1,0.0,1396519608783,1396519608783]
2014-04-03 06:07:16:0469, edge_create, Tuple[1,2,0.045702782549370435,1,0.0,1396519608783,1396519608783]
2014-04-03 06:07:16:0471, edge_create, Tuple[1,3,0.37896393690745545,1,0.0,1396519608783,1396519608783]
2014-04-03 06:07:16:0474, edge_create, Tuple[1,4,0.07640479333876493,1,0.0,1396519608783,1396519608783]
2014-04-03 06:07:16:0476, edge_create, Tuple[1,5,0.6684580926190982,1,0.0,1396519608783,1396519608783]
2014-04-03 06:07:16:0478, edge_create, Tuple[1,6,0.7543056876238284,1,0.0,1396519608783,1396519608783]
2014-04-03 06:07:16:0479, edge_create, Tuple[1,7,0.10039727182266411,1,0.0,1396519608783,1396519608783]
2014-04-03 06:07:16:0480, edge_create, Tuple[0,8,0.6067259853102853,2,1.0,1396519608783,1396519608783]
2014-04-03 06:07:16:0481, pattern_create, 312714149
2014-04-03 06:07:16:0481, edge_create, Tuple[8,9,0.09459701516736185,2,1.0,1396519608783,1396519608783]
2014-04-03 06:07:16:0524, pattern_open, 1641682794
2014-04-03 06:07:16:0587, list_mouseexited
