2014-03-16 12:42:09:0004, setup_loaddata
2014-03-16 12:42:09:0176, question_create, -1611984335
2014-03-16 12:42:09:0394, answer_create, 133
2014-03-16 12:42:09:0394, edge_create, Tuple[0,1,0.6617706851556414,4,0.0,1394944928082,1394944928082]
2014-03-16 12:42:09:0394, answer_create, 183
2014-03-16 12:42:09:0394, edge_create, Tuple[0,2,0.995864505674853,4,0.0,1394944928082,1394944928082]
2014-03-16 12:42:09:0394, answer_create, 190
2014-03-16 12:42:09:0394, edge_create, Tuple[0,3,0.21319492962007358,4,0.0,1394944928082,1394944928082]
2014-03-16 12:42:09:0394, answer_create, 540
2014-03-16 12:42:09:0394, edge_create, Tuple[0,4,0.21417142392390942,4,0.0,1394944928082,1394944928082]
2014-03-16 12:42:09:0410, answer_create, 939
2014-03-16 12:42:09:0410, edge_create, Tuple[0,5,0.25069998718182285,4,0.0,1394944928082,1394944928082]
2014-03-16 12:42:09:0410, answer_create, 6726
2014-03-16 12:42:09:0410, edge_create, Tuple[0,6,0.38946552279877455,4,0.0,1394944928082,1394944928082]
2014-03-16 12:42:09:0410, answer_create, 21413
2014-03-16 12:42:09:0410, edge_create, Tuple[0,7,0.792462701175023,4,0.0,1394944928082,1394944928082]
2014-03-16 12:42:09:0410, answer_create, 53547
2014-03-16 12:42:09:0410, edge_create, Tuple[0,8,0.9159475696712369,4,0.0,1394944928082,1394944928082]
2014-03-16 12:42:09:0410, answer_create, 74018
2014-03-16 12:42:09:0410, edge_create, Tuple[0,9,0.8719909734407731,4,0.0,1394944928082,1394944928082]
2014-03-16 12:42:09:0410, answer_create, 144768
2014-03-16 12:42:09:0410, edge_create, Tuple[0,10,0.9107204446007684,4,0.0,1394944928082,1394944928082]
2014-03-16 12:42:09:0410, answer_create, 155146
2014-03-16 12:42:09:0410, edge_create, Tuple[0,11,0.8825255357540805,4,0.0,1394944928082,1394944928082]
2014-03-16 12:42:09:0410, answer_create, 161058
2014-03-16 12:42:09:0410, edge_create, Tuple[0,12,0.30030676670146117,4,0.0,1394944928082,1394944928082]
2014-03-16 12:42:09:0410, answer_create, 208799
2014-03-16 12:42:09:0410, edge_create, Tuple[0,13,0.011627137973607593,4,0.0,1394944928082,1394944928082]
2014-03-16 12:42:09:0410, answer_create, 3455575
2014-03-16 12:42:09:0410, edge_create, Tuple[0,14,0.8450572830935672,4,0.0,1394944928082,1394944928082]
2014-03-16 12:42:09:0410, answer_create, 12791308
2014-03-16 12:42:09:0410, edge_create, Tuple[0,15,0.49876788961891116,4,0.0,1394944928082,1394944928082]
2014-03-16 12:42:09:0410, answer_create, 16483567
2014-03-16 12:42:09:0410, edge_create, Tuple[0,16,0.5636641433709006,4,0.0,1394944928082,1394944928082]
2014-03-16 12:42:09:0410, question_create, 1906804823
