2014-03-16 12:37:12:0949, setup_loaddata
2014-03-16 12:37:13:0105, question_create, 2015060026
2014-03-16 12:37:13:0324, answer_create, 133
2014-03-16 12:37:13:0324, edge_create, Tuple[0,1,0.9803510061482382,4,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0324, answer_create, 183
2014-03-16 12:37:13:0324, edge_create, Tuple[0,2,0.47064296292558505,4,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0324, answer_create, 190
2014-03-16 12:37:13:0324, edge_create, Tuple[0,3,0.40169005627027654,4,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0324, answer_create, 540
2014-03-16 12:37:13:0324, edge_create, Tuple[0,4,0.82541841548795,4,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0324, answer_create, 939
2014-03-16 12:37:13:0324, edge_create, Tuple[0,5,0.2652993819076771,4,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0324, answer_create, 6726
2014-03-16 12:37:13:0324, edge_create, Tuple[0,6,0.8035711766168756,4,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0324, answer_create, 21413
2014-03-16 12:37:13:0324, edge_create, Tuple[0,7,0.5380690862853342,4,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0324, answer_create, 53547
2014-03-16 12:37:13:0339, edge_create, Tuple[0,8,0.8015295369838455,4,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0339, answer_create, 74018
2014-03-16 12:37:13:0339, edge_create, Tuple[0,9,0.43689892197098534,4,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0339, answer_create, 144768
2014-03-16 12:37:13:0339, edge_create, Tuple[0,10,0.7927613910158953,4,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0339, answer_create, 155146
2014-03-16 12:37:13:0339, edge_create, Tuple[0,11,0.5471413770480064,4,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0339, answer_create, 161058
2014-03-16 12:37:13:0339, edge_create, Tuple[0,12,0.7029740009764566,4,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0339, answer_create, 208799
2014-03-16 12:37:13:0339, edge_create, Tuple[0,13,0.8139423074953224,4,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0339, answer_create, 3455575
2014-03-16 12:37:13:0339, edge_create, Tuple[0,14,0.1512738964124717,4,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0339, answer_create, 12791308
2014-03-16 12:37:13:0339, edge_create, Tuple[0,15,0.6614118011067023,4,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0339, answer_create, 16483567
2014-03-16 12:37:13:0339, edge_create, Tuple[0,16,0.4527781856388058,4,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0339, question_create, -269639142
2014-03-16 12:37:13:0339, edge_create, Tuple[0,17,0.7010728556360204,1,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0339, question_create, 178090233
2014-03-16 12:37:13:0339, edge_create, Tuple[0,18,0.22964770082313068,1,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0339, question_create, 1081490108
2014-03-16 12:37:13:0355, edge_create, Tuple[0,19,0.967742958500745,1,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0355, question_create, 411452314
2014-03-16 12:37:13:0355, edge_create, Tuple[0,20,0.26983086006353363,1,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0355, question_create, 1297015461
2014-03-16 12:37:13:0355, edge_create, Tuple[0,21,0.32616531960162753,1,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0355, question_create, 1815314983
2014-03-16 12:37:13:0355, edge_create, Tuple[0,22,0.035064042695063136,1,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0355, question_create, -78598926
2014-03-16 12:37:13:0355, edge_create, Tuple[0,23,0.8672657965831286,1,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0355, question_create, 880988434
2014-03-16 12:37:13:0355, edge_create, Tuple[0,24,0.42043931554967395,1,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0355, question_create, -156911823
2014-03-16 12:37:13:0355, edge_create, Tuple[0,25,0.2711837351395524,1,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0355, question_create, 1524256173
2014-03-16 12:37:13:0355, edge_create, Tuple[0,26,0.8456881976362242,1,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0355, question_create, 1608406890
2014-03-16 12:37:13:0355, edge_create, Tuple[0,27,0.445245469359399,1,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0370, question_create, 1858742487
2014-03-16 12:37:13:0370, edge_create, Tuple[0,28,0.23736418155497918,1,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0370, question_create, -584726377
2014-03-16 12:37:13:0370, edge_create, Tuple[0,29,0.8056836450354833,1,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0370, question_create, -1078969380
2014-03-16 12:37:13:0370, edge_create, Tuple[0,30,0.9070547908467493,1,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0370, question_create, -354206415
2014-03-16 12:37:13:0370, edge_create, Tuple[0,31,0.5338816632230365,1,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0370, question_create, -1352466568
2014-03-16 12:37:13:0370, edge_create, Tuple[0,32,0.443277635900276,1,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0370, question_create, -224619539
2014-03-16 12:37:13:0370, edge_create, Tuple[0,33,0.9518291304306092,1,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0370, question_create, 1511518468
2014-03-16 12:37:13:0370, edge_create, Tuple[0,34,0.8264225157545894,1,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0370, question_create, -232048368
2014-03-16 12:37:13:0370, edge_create, Tuple[0,35,0.9960740414764553,1,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0370, question_create, -2064822200
2014-03-16 12:37:13:0370, edge_create, Tuple[0,36,0.7979754336966111,1,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0370, question_create, -1678979712
2014-03-16 12:37:13:0370, edge_create, Tuple[0,37,0.36790942545777683,1,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0386, question_create, -489902839
2014-03-16 12:37:13:0386, edge_create, Tuple[0,38,0.8651475351600225,1,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0386, question_create, 517031270
2014-03-16 12:37:13:0386, edge_create, Tuple[0,39,0.7148812245292392,1,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0386, question_create, 1711107958
2014-03-16 12:37:13:0386, edge_create, Tuple[0,40,0.2946622305265403,1,0.0,1394944632028,1394944632028]
2014-03-16 12:37:13:0417, setup_resizewin
