2014-03-15 11:53:01:0020, setup_loaddata
2014-03-15 11:53:01:0175, question_create, 1299554984
2014-03-15 11:53:01:0373, answer_create, 11092
2014-03-15 11:53:01:0375, edge_create, Tuple[0,1,0.08430915990471266,4,0.0,1394941980101,1394941980101]
2014-03-15 11:53:01:0375, answer_create, 11098
2014-03-15 11:53:01:0376, edge_create, Tuple[0,2,0.7949559352481409,4,0.0,1394941980101,1394941980101]
2014-03-15 11:53:01:0376, answer_create, 11101
2014-03-15 11:53:01:0377, edge_create, Tuple[0,3,0.8566802145376394,4,0.0,1394941980101,1394941980101]
2014-03-15 11:53:01:0377, answer_create, 15657
2014-03-15 11:53:01:0378, edge_create, Tuple[0,4,0.0814224215555912,4,0.0,1394941980101,1394941980101]
2014-03-15 11:53:01:0378, answer_create, 15874
2014-03-15 11:53:01:0379, edge_create, Tuple[0,5,0.9133200611358101,4,0.0,1394941980101,1394941980101]
2014-03-15 11:53:01:0379, answer_create, 19186
2014-03-15 11:53:01:0379, edge_create, Tuple[0,6,0.2844369807820678,4,0.0,1394941980101,1394941980101]
2014-03-15 11:53:01:0380, answer_create, 5047679
2014-03-15 11:53:01:0380, edge_create, Tuple[0,7,0.44232100276921005,4,0.0,1394941980101,1394941980101]
2014-03-15 11:53:01:0382, question_create, 1633828690
2014-03-15 11:53:01:0383, edge_create, Tuple[0,8,0.9841598011048179,1,0.0,1394941980101,1394941980101]
2014-03-15 11:53:01:0420, setup_resizewin
2014-03-15 11:53:17:0580, list_mouseentered, 2931
2014-03-15 11:53:18:0718, discussion_open, 2158
2014-03-15 11:53:20:0554, list_mouseexited
2014-03-15 11:53:20:0978, list_mouseentered, 123
2014-03-15 11:53:21:0856, discussion_open, 123
2014-03-15 11:53:21:0931, list_mouseexited
2014-03-15 11:53:26:0496, list_mouseentered, 123
2014-03-15 11:53:26:0691, list_mouseexited
