2014-11-08 06:40:18:0343, setup_loaddata
2014-11-08 06:40:25:0134, diag_itementered, id=-771804441, type=0
2014-11-08 06:40:25:0212, diag_itemexited, id=-771804441, type=0
2014-11-08 06:40:25:0212, diag_itementered, id=2109443059, type=0
2014-11-08 06:40:25:0259, diag_itemexited, id=2109443059, type=0
2014-11-08 06:40:42:0460, diag_itementered, id=40663, type=1
2014-11-08 06:40:42:0523, diag_itemexited, id=40663, type=1
2014-11-08 06:40:42:0554, diag_itementered, id=27129, type=1
2014-11-08 06:40:42:0616, diag_itemexited, id=27129, type=1
2014-11-08 06:40:42:0866, list_mouseentered, 61615
2014-11-08 06:40:43:0318, list_mouseexited
2014-11-08 06:40:48:0687, list_mouseentered, 40663
2014-11-08 06:40:48:0847, list_mouseexited
2014-11-08 06:40:49:0737, diag_itementered, id=35785, type=1
2014-11-08 06:40:50:0470, diag_itemexited, id=35785, type=1
2014-11-08 06:40:51:0297, diag_itementered, id=25192, type=1
2014-11-08 06:40:52:0157, diag_itemexited, id=25192, type=1
2014-11-08 06:40:52:0625, diag_itementered, id=40663, type=1
2014-11-08 06:40:53:0686, diag_itemexited, id=40663, type=1
2014-11-08 06:40:54:0590, diag_itementered, id=19893, type=1
2014-11-08 06:40:55:0230, diag_itemexited, id=19893, type=1
2014-11-08 06:41:02:0424, diag_itementered, id=19893, type=1
2014-11-08 06:41:03:0157, diag_itemexited, id=19893, type=1
2014-11-08 06:41:03:0750, diag_itementered, id=35785, type=1
2014-11-08 06:41:04:0420, diag_itemexited, id=35785, type=1
2014-11-08 06:41:05:0044, diag_itementered, id=19893, type=1
2014-11-08 06:41:05:0778, edge_create, Tuple[0,1,0.060373189150976336,1,0.0,1415446805577,1415446805577]
2014-11-08 06:41:05:0778, edge_create, Tuple[1,2,0.5991193680801836,1,0.0,1415446805577,1415446805577]
2014-11-08 06:41:05:0809, edge_create, Tuple[1,3,0.7973747610920424,1,0.0,1415446805577,1415446805577]
2014-11-08 06:41:05:0840, edge_create, Tuple[1,4,0.9462115529201579,1,0.0,1415446805577,1415446805577]
2014-11-08 06:41:05:0871, edge_create, Tuple[1,5,0.11655403617064186,1,0.0,1415446805577,1415446805577]
2014-11-08 06:41:05:0902, edge_create, Tuple[1,6,0.2057478316142496,1,0.0,1415446805577,1415446805577]
2014-11-08 06:41:05:0934, edge_create, Tuple[1,7,0.819711166837656,1,0.0,1415446805577,1415446805577]
2014-11-08 06:41:05:0949, edge_create, Tuple[1,8,0.8086149441721382,1,0.0,1415446805577,1415446805577]
2014-11-08 06:41:05:0980, edge_create, Tuple[1,9,0.1089122069430023,1,0.0,1415446805577,1415446805577]
2014-11-08 06:41:06:0012, edge_create, Tuple[1,10,0.20151608264367982,1,0.0,1415446805577,1415446805577]
2014-11-08 06:41:06:0043, edge_create, Tuple[1,11,0.8115904512617551,1,0.0,1415446805577,1415446805577]
2014-11-08 06:41:06:0074, edge_create, Tuple[1,12,0.9438334143324986,1,0.0,1415446805577,1415446805577]
2014-11-08 06:41:06:0105, edge_create, Tuple[1,13,0.6421152204722484,1,0.0,1415446805577,1415446805577]
2014-11-08 06:41:06:0121, edge_create, Tuple[1,14,0.7078772076119592,1,0.0,1415446805577,1415446805577]
