2013-12-08 11:04:02:0084, setup_loaddata
2013-12-08 11:04:02:0324, setup_resizewin
2013-12-08 11:04:25:0846, setup_loaddata
2013-12-08 11:04:26:0129, setup_resizewin
2013-12-08 11:04:27:0178, diag_itementered, id=525011271, type=0
