2014-03-22 12:12:25:0127, setup_loaddata
2014-03-22 12:12:25:0498, answer_create, 133
2014-03-22 12:12:25:0501, edge_create, Tuple[0,1,0.6421286285408238,4,0.0,1395504744209,1395504744209]
2014-03-22 12:12:25:0501, answer_create, 183
2014-03-22 12:12:25:0502, edge_create, Tuple[0,2,0.3954648522686457,4,0.0,1395504744209,1395504744209]
2014-03-22 12:12:25:0502, answer_create, 190
2014-03-22 12:12:25:0502, edge_create, Tuple[0,3,0.7886983448315444,4,0.0,1395504744209,1395504744209]
2014-03-22 12:12:25:0503, answer_create, 540
2014-03-22 12:12:25:0503, edge_create, Tuple[0,4,0.8825448821757039,4,0.0,1395504744209,1395504744209]
2014-03-22 12:12:25:0504, answer_create, 939
2014-03-22 12:12:25:0504, edge_create, Tuple[0,5,0.1489569968947334,4,0.0,1395504744209,1395504744209]
2014-03-22 12:12:25:0505, answer_create, 6726
2014-03-22 12:12:25:0505, edge_create, Tuple[0,6,0.8481691495239364,4,0.0,1395504744209,1395504744209]
2014-03-22 12:12:25:0505, answer_create, 21413
2014-03-22 12:12:25:0506, edge_create, Tuple[0,7,0.16947392554991358,4,0.0,1395504744209,1395504744209]
2014-03-22 12:12:25:0506, answer_create, 53547
2014-03-22 12:12:25:0507, edge_create, Tuple[0,8,0.20638606796243042,4,0.0,1395504744209,1395504744209]
2014-03-22 12:12:25:0507, answer_create, 74018
2014-03-22 12:12:25:0508, edge_create, Tuple[0,9,0.9541805381745683,4,0.0,1395504744209,1395504744209]
2014-03-22 12:12:25:0508, answer_create, 144768
2014-03-22 12:12:25:0509, edge_create, Tuple[0,10,0.41789247777854344,4,0.0,1395504744209,1395504744209]
2014-03-22 12:12:25:0509, answer_create, 155146
2014-03-22 12:12:25:0509, edge_create, Tuple[0,11,0.6593792627404428,4,0.0,1395504744209,1395504744209]
2014-03-22 12:12:25:0510, answer_create, 161058
2014-03-22 12:12:25:0510, edge_create, Tuple[0,12,0.7961448345593948,4,0.0,1395504744209,1395504744209]
2014-03-22 12:12:25:0511, answer_create, 208799
2014-03-22 12:12:25:0511, edge_create, Tuple[0,13,0.059206615333533885,4,0.0,1395504744209,1395504744209]
2014-03-22 12:12:25:0511, answer_create, 3455575
2014-03-22 12:12:25:0512, edge_create, Tuple[0,14,0.29271391015686643,4,0.0,1395504744209,1395504744209]
2014-03-22 12:12:25:0512, answer_create, 12791308
2014-03-22 12:12:25:0513, edge_create, Tuple[0,15,0.26401749130873453,4,0.0,1395504744209,1395504744209]
2014-03-22 12:12:25:0513, answer_create, 16483567
2014-03-22 12:12:25:0514, edge_create, Tuple[0,16,0.5362677670921645,4,0.0,1395504744209,1395504744209]
2014-03-22 12:12:25:0516, question_create, -862824572
2014-03-22 12:12:25:0517, edge_create, Tuple[0,17,0.2603252098710288,1,0.0,1395504744209,1395504744209]
2014-03-22 12:12:25:0518, question_create, 2133293180
2014-03-22 12:12:25:0519, edge_create, Tuple[0,18,0.7697953316013887,1,0.0,1395504744209,1395504744209]
2014-03-22 12:12:25:0520, question_create, 1067409734
2014-03-22 12:12:25:0520, edge_create, Tuple[0,19,0.6835930034416804,1,0.0,1395504744209,1395504744209]
2014-03-22 12:12:25:0522, question_create, 808303840
2014-03-22 12:12:25:0522, edge_create, Tuple[0,20,0.8573907990027632,1,0.0,1395504744209,1395504744209]
2014-03-22 12:12:25:0523, question_create, -1950346950
2014-03-22 12:12:25:0524, edge_create, Tuple[0,21,0.25460315385326004,1,0.0,1395504744209,1395504744209]
2014-03-22 12:12:25:0525, question_create, -680991105
2014-03-22 12:12:25:0526, edge_create, Tuple[0,22,0.44295140804497046,1,0.0,1395504744209,1395504744209]
2014-03-22 12:12:25:0527, question_create, -169894135
2014-03-22 12:12:25:0528, edge_create, Tuple[0,23,0.2850102742974193,1,0.0,1395504744209,1395504744209]
2014-03-22 12:12:25:0529, question_create, 2030429623
