2014-03-22 07:30:35:0450, setup_loaddata
2014-03-22 07:30:35:0653, question_create, -1036054939
2014-03-22 07:30:50:0848, answer_create, 133
2014-03-22 07:30:50:0848, edge_create, Tuple[0,1,0.8172620370877919,4,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0864, answer_create, 183
2014-03-22 07:30:50:0864, edge_create, Tuple[0,2,0.2961734450462018,4,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0864, answer_create, 190
2014-03-22 07:30:50:0864, edge_create, Tuple[0,3,0.7912953618363046,4,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0864, answer_create, 540
2014-03-22 07:30:50:0864, edge_create, Tuple[0,4,0.4325705961338525,4,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0864, answer_create, 939
2014-03-22 07:30:50:0864, edge_create, Tuple[0,5,0.7368677127386901,4,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0864, answer_create, 6726
2014-03-22 07:30:50:0864, edge_create, Tuple[0,6,0.3347946939248029,4,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0879, answer_create, 21413
2014-03-22 07:30:50:0880, edge_create, Tuple[0,7,0.7899888846749085,4,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0880, answer_create, 53547
2014-03-22 07:30:50:0880, edge_create, Tuple[0,8,0.33146691891913793,4,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0880, answer_create, 74018
2014-03-22 07:30:50:0880, edge_create, Tuple[0,9,0.39848540227067963,4,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0880, answer_create, 144768
2014-03-22 07:30:50:0880, edge_create, Tuple[0,10,0.5454853885064678,4,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0896, answer_create, 155146
2014-03-22 07:30:50:0896, edge_create, Tuple[0,11,0.7199178982481053,4,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0896, answer_create, 161058
2014-03-22 07:30:50:0896, edge_create, Tuple[0,12,0.716729867523358,4,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0896, answer_create, 208799
2014-03-22 07:30:50:0896, edge_create, Tuple[0,13,0.2996074149035347,4,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0896, answer_create, 3455575
2014-03-22 07:30:50:0896, edge_create, Tuple[0,14,0.9840099244366832,4,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0896, answer_create, 12791308
2014-03-22 07:30:50:0896, edge_create, Tuple[0,15,0.35131599412985004,4,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0896, answer_create, 16483567
2014-03-22 07:30:50:0896, edge_create, Tuple[0,16,0.7094545842243447,4,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0896, question_create, -1110504477
2014-03-22 07:30:50:0896, edge_create, Tuple[0,17,0.19436877259420327,1,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0896, question_create, 199429146
2014-03-22 07:30:50:0896, edge_create, Tuple[0,18,0.8941532872973609,1,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0896, question_create, -1922255952
2014-03-22 07:30:50:0896, edge_create, Tuple[0,19,0.153105162825382,1,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0896, question_create, -739351682
2014-03-22 07:30:50:0896, edge_create, Tuple[0,20,0.19548423805332016,1,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0896, question_create, 842539967
2014-03-22 07:30:50:0912, edge_create, Tuple[0,21,0.8687237269907824,1,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0912, question_create, -2006391319
2014-03-22 07:30:50:0912, edge_create, Tuple[0,22,0.4689886928585163,1,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0912, question_create, 592530080
2014-03-22 07:30:50:0912, edge_create, Tuple[0,23,0.21660178980382094,1,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0912, question_create, -707983449
2014-03-22 07:30:50:0912, edge_create, Tuple[0,24,0.7437824332723055,1,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0912, question_create, 1427344292
2014-03-22 07:30:50:0912, edge_create, Tuple[0,25,0.5479570390729448,1,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0912, question_create, -1867102607
2014-03-22 07:30:50:0912, edge_create, Tuple[0,26,0.45359280077711117,1,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0912, question_create, -1129923635
2014-03-22 07:30:50:0912, edge_create, Tuple[0,27,0.7325380649803918,1,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0912, question_create, -327589991
2014-03-22 07:30:50:0912, edge_create, Tuple[0,28,0.9518794824288909,1,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0912, question_create, 1815757937
2014-03-22 07:30:50:0912, edge_create, Tuple[0,29,0.8199342217153853,1,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0912, question_create, -336168988
2014-03-22 07:30:50:0912, edge_create, Tuple[0,30,0.2586637263789088,1,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0912, question_create, 419249350
2014-03-22 07:30:50:0927, edge_create, Tuple[0,31,0.45713282091941987,1,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0928, question_create, 1326092517
2014-03-22 07:30:50:0928, edge_create, Tuple[0,32,0.6786946568117133,1,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0928, question_create, -887805558
2014-03-22 07:30:50:0928, edge_create, Tuple[0,33,0.36372861553760794,1,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0928, question_create, 1389920274
2014-03-22 07:30:50:0928, edge_create, Tuple[0,34,0.7294597295238987,1,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0928, question_create, 1817603234
2014-03-22 07:30:50:0928, edge_create, Tuple[0,35,0.9568586289652429,1,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0928, question_create, 462490820
2014-03-22 07:30:50:0928, edge_create, Tuple[0,36,0.6031791243822096,1,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0928, question_create, -1057642589
2014-03-22 07:30:50:0928, edge_create, Tuple[0,37,0.47631644757648883,1,0.0,1395487834357,1395487834357]
2014-03-22 07:30:50:0928, question_create, -1428921900
