2014-03-22 05:16:39:0183, setup_loaddata
2014-03-22 05:16:39:0339, question_create, -687774981
2014-03-22 05:16:39:0557, answer_create, 133
2014-03-22 05:16:39:0557, edge_create, Tuple[0,1,0.019370501978150045,4,0.0,1395479798246,1395479798246]
2014-03-22 05:16:39:0557, answer_create, 183
2014-03-22 05:16:39:0557, edge_create, Tuple[0,2,0.9847799432593191,4,0.0,1395479798246,1395479798246]
2014-03-22 05:16:39:0557, answer_create, 190
2014-03-22 05:16:39:0557, edge_create, Tuple[0,3,0.9726984975598539,4,0.0,1395479798246,1395479798246]
2014-03-22 05:16:39:0557, answer_create, 540
2014-03-22 05:16:39:0557, edge_create, Tuple[0,4,0.34531367977913807,4,0.0,1395479798246,1395479798246]
2014-03-22 05:16:39:0557, answer_create, 939
2014-03-22 05:16:39:0557, edge_create, Tuple[0,5,0.4925275810731614,4,0.0,1395479798246,1395479798246]
2014-03-22 05:16:39:0557, answer_create, 6726
2014-03-22 05:16:39:0557, edge_create, Tuple[0,6,0.6732261920012153,4,0.0,1395479798246,1395479798246]
2014-03-22 05:16:39:0557, answer_create, 21413
2014-03-22 05:16:39:0557, edge_create, Tuple[0,7,0.01723720751874036,4,0.0,1395479798246,1395479798246]
2014-03-22 05:16:39:0557, answer_create, 53547
2014-03-22 05:16:39:0557, edge_create, Tuple[0,8,0.282137140420736,4,0.0,1395479798246,1395479798246]
2014-03-22 05:16:39:0557, answer_create, 74018
2014-03-22 05:16:39:0557, edge_create, Tuple[0,9,0.5320336096075222,4,0.0,1395479798246,1395479798246]
2014-03-22 05:16:39:0557, answer_create, 144768
2014-03-22 05:16:39:0557, edge_create, Tuple[0,10,0.8296869994793152,4,0.0,1395479798246,1395479798246]
2014-03-22 05:16:39:0557, answer_create, 155146
2014-03-22 05:16:39:0557, edge_create, Tuple[0,11,0.8442404453195016,4,0.0,1395479798246,1395479798246]
2014-03-22 05:16:39:0557, answer_create, 161058
2014-03-22 05:16:39:0557, edge_create, Tuple[0,12,0.8088177329643562,4,0.0,1395479798246,1395479798246]
2014-03-22 05:16:39:0557, answer_create, 208799
2014-03-22 05:16:39:0557, edge_create, Tuple[0,13,0.23500156735073463,4,0.0,1395479798246,1395479798246]
2014-03-22 05:16:39:0557, answer_create, 3455575
2014-03-22 05:16:39:0573, edge_create, Tuple[0,14,0.14639038928431436,4,0.0,1395479798246,1395479798246]
2014-03-22 05:16:39:0573, answer_create, 12791308
2014-03-22 05:16:39:0573, edge_create, Tuple[0,15,0.8827144206135773,4,0.0,1395479798246,1395479798246]
2014-03-22 05:16:39:0573, answer_create, 16483567
2014-03-22 05:16:39:0573, edge_create, Tuple[0,16,0.9323285328166685,4,0.0,1395479798246,1395479798246]
2014-03-22 05:16:39:0573, question_create, -974896534
2014-03-22 05:16:39:0573, edge_create, Tuple[0,17,0.6501582293627035,1,0.0,1395479798246,1395479798246]
2014-03-22 05:16:39:0573, question_create, 1759742813
2014-03-22 05:16:39:0573, edge_create, Tuple[0,18,0.1282357346098344,1,0.0,1395479798246,1395479798246]
2014-03-22 05:16:39:0573, question_create, 437070658
2014-03-22 05:16:39:0573, edge_create, Tuple[0,19,0.18228727662326827,1,0.0,1395479798246,1395479798246]
2014-03-22 05:16:39:0573, question_create, 893999467
2014-03-22 05:16:39:0573, edge_create, Tuple[0,20,0.3446877518587822,1,0.0,1395479798246,1395479798246]
2014-03-22 05:16:39:0573, question_create, -1630798913
2014-03-22 05:16:39:0573, edge_create, Tuple[0,21,0.8498559463903685,1,0.0,1395479798246,1395479798246]
2014-03-22 05:16:39:0573, question_create, 619417987
2014-03-22 05:16:39:0573, edge_create, Tuple[0,22,0.311622018444875,1,0.0,1395479798246,1395479798246]
2014-03-22 05:16:39:0573, question_create, -465637851
2014-03-22 05:16:39:0588, edge_create, Tuple[0,23,0.6465057881062624,1,0.0,1395479798246,1395479798246]
2014-03-22 05:16:39:0588, question_create, -1160198502
2014-03-22 05:16:39:0588, edge_create, Tuple[0,24,0.87124865256116,1,0.0,1395479798246,1395479798246]
2014-03-22 05:16:39:0588, question_create, -1125789384
2014-03-22 05:16:39:0588, edge_create, Tuple[0,25,0.045724401625399036,1,0.0,1395479798246,1395479798246]
