2014-03-22 05:35:04:0040, setup_loaddata
2014-03-22 05:35:04:0181, question_create, 1349403102
2014-03-22 05:35:04:0399, answer_create, 133
2014-03-22 05:35:04:0399, edge_create, Tuple[0,1,0.8357779000342814,4,0.0,1395480903102,1395480903102]
2014-03-22 05:35:04:0399, answer_create, 183
2014-03-22 05:35:04:0399, edge_create, Tuple[0,2,0.13420186092769493,4,0.0,1395480903102,1395480903102]
2014-03-22 05:35:04:0399, answer_create, 190
2014-03-22 05:35:04:0399, edge_create, Tuple[0,3,0.12185374347635003,4,0.0,1395480903102,1395480903102]
2014-03-22 05:35:04:0399, answer_create, 540
2014-03-22 05:35:04:0399, edge_create, Tuple[0,4,0.7294590392079313,4,0.0,1395480903102,1395480903102]
2014-03-22 05:35:04:0399, answer_create, 939
2014-03-22 05:35:04:0399, edge_create, Tuple[0,5,0.11959034131155988,4,0.0,1395480903102,1395480903102]
2014-03-22 05:35:04:0399, answer_create, 6726
2014-03-22 05:35:04:0399, edge_create, Tuple[0,6,0.09741753760510474,4,0.0,1395480903102,1395480903102]
2014-03-22 05:35:04:0399, answer_create, 21413
2014-03-22 05:35:04:0399, edge_create, Tuple[0,7,0.9088684017598825,4,0.0,1395480903102,1395480903102]
2014-03-22 05:35:04:0399, answer_create, 53547
2014-03-22 05:35:04:0399, edge_create, Tuple[0,8,0.7138864749962001,4,0.0,1395480903102,1395480903102]
2014-03-22 05:35:04:0399, answer_create, 74018
2014-03-22 05:35:04:0399, edge_create, Tuple[0,9,0.6817392867834929,4,0.0,1395480903102,1395480903102]
2014-03-22 05:35:04:0399, answer_create, 144768
2014-03-22 05:35:04:0399, edge_create, Tuple[0,10,0.8184726681456009,4,0.0,1395480903102,1395480903102]
2014-03-22 05:35:04:0399, answer_create, 155146
2014-03-22 05:35:04:0399, edge_create, Tuple[0,11,0.38143623855133035,4,0.0,1395480903102,1395480903102]
2014-03-22 05:35:04:0399, answer_create, 161058
