2014-03-22 07:13:05:0503, setup_loaddata
2014-03-22 07:13:05:0659, question_create, -1757743771
2014-03-22 07:13:05:0862, answer_create, 133
2014-03-22 07:13:05:0862, edge_create, Tuple[0,1,0.10776805073467,4,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0862, answer_create, 183
2014-03-22 07:13:05:0862, edge_create, Tuple[0,2,0.5346752810600576,4,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0862, answer_create, 190
2014-03-22 07:13:05:0862, edge_create, Tuple[0,3,0.20487009790000588,4,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0862, answer_create, 540
2014-03-22 07:13:05:0862, edge_create, Tuple[0,4,0.9701387675500139,4,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0862, answer_create, 939
2014-03-22 07:13:05:0862, edge_create, Tuple[0,5,0.4915149458071463,4,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0862, answer_create, 6726
2014-03-22 07:13:05:0862, edge_create, Tuple[0,6,0.3932832387859302,4,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0862, answer_create, 21413
2014-03-22 07:13:05:0862, edge_create, Tuple[0,7,0.3975223016459122,4,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0862, answer_create, 53547
2014-03-22 07:13:05:0862, edge_create, Tuple[0,8,0.42798819652663234,4,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0862, answer_create, 74018
2014-03-22 07:13:05:0862, edge_create, Tuple[0,9,0.06788777165450544,4,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0862, answer_create, 144768
2014-03-22 07:13:05:0862, edge_create, Tuple[0,10,0.395735388352077,4,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0862, answer_create, 155146
2014-03-22 07:13:05:0878, edge_create, Tuple[0,11,0.5924953649088535,4,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0878, answer_create, 161058
2014-03-22 07:13:05:0878, edge_create, Tuple[0,12,0.5911940235832952,4,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0878, answer_create, 208799
2014-03-22 07:13:05:0878, edge_create, Tuple[0,13,0.07931182636637202,4,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0878, answer_create, 3455575
2014-03-22 07:13:05:0878, edge_create, Tuple[0,14,0.405695825830776,4,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0878, answer_create, 12791308
2014-03-22 07:13:05:0878, edge_create, Tuple[0,15,0.07279597064579724,4,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0878, answer_create, 16483567
2014-03-22 07:13:05:0878, edge_create, Tuple[0,16,0.9172171968309605,4,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0878, question_create, 1050326095
2014-03-22 07:13:05:0878, edge_create, Tuple[0,17,0.1631630961193251,1,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0878, question_create, 1028683188
2014-03-22 07:13:05:0878, edge_create, Tuple[0,18,0.7310098076645086,1,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0878, question_create, -1902010301
2014-03-22 07:13:05:0878, edge_create, Tuple[0,19,0.02499301987641056,1,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0878, question_create, -1738397673
2014-03-22 07:13:05:0878, edge_create, Tuple[0,20,0.9729665794736918,1,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0878, question_create, -1733638118
2014-03-22 07:13:05:0878, edge_create, Tuple[0,21,0.7718644817544558,1,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0893, question_create, 926476919
2014-03-22 07:13:05:0893, edge_create, Tuple[0,22,0.32856312427984813,1,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0893, question_create, -2045521806
2014-03-22 07:13:05:0893, edge_create, Tuple[0,23,0.7665903672418958,1,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0893, question_create, -149214539
2014-03-22 07:13:05:0893, edge_create, Tuple[0,24,0.03500570616507703,1,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0893, question_create, -524573828
2014-03-22 07:13:05:0893, edge_create, Tuple[0,25,0.16995689215982135,1,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0893, question_create, -228553749
2014-03-22 07:13:05:0893, edge_create, Tuple[0,26,0.24538804931370528,1,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0893, question_create, -1965630068
2014-03-22 07:13:05:0893, edge_create, Tuple[0,27,0.863432948669203,1,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0893, question_create, 223682866
2014-03-22 07:13:05:0909, edge_create, Tuple[0,28,0.13816671521609525,1,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0909, question_create, -290764558
2014-03-22 07:13:05:0909, edge_create, Tuple[0,29,0.6060967808609102,1,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0909, question_create, 554595018
2014-03-22 07:13:05:0909, edge_create, Tuple[0,30,0.03949092908150198,1,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0909, question_create, 1584470049
2014-03-22 07:13:05:0909, edge_create, Tuple[0,31,0.8474616536062134,1,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0909, question_create, -752160694
2014-03-22 07:13:05:0909, edge_create, Tuple[0,32,0.5455766499987668,1,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0909, question_create, -1350179737
2014-03-22 07:13:05:0909, edge_create, Tuple[0,33,0.7131170157812882,1,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0909, question_create, -462225646
2014-03-22 07:13:05:0909, edge_create, Tuple[0,34,0.035990360576147795,1,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0909, question_create, -2005816672
2014-03-22 07:13:05:0909, edge_create, Tuple[0,35,0.36218776353279947,1,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0909, question_create, -230959304
2014-03-22 07:13:05:0909, edge_create, Tuple[0,36,0.639411167130354,1,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0909, question_create, 2066578204
2014-03-22 07:13:05:0909, edge_create, Tuple[0,37,0.1035002113905289,1,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0909, question_create, -1242464890
2014-03-22 07:13:05:0909, edge_create, Tuple[0,38,0.21855602963965004,1,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0909, question_create, -1826246959
2014-03-22 07:13:05:0924, edge_create, Tuple[0,39,0.37934654526491685,1,0.0,1395486784550,1395486784550]
2014-03-22 07:13:05:0924, question_create, 477916042
2014-03-22 07:13:05:0924, edge_create, Tuple[0,40,0.08223715698271383,1,0.0,1395486784550,1395486784550]
2014-03-22 07:13:06:0002, setup_resizewin
2014-03-22 07:13:07:0110, diag_itementered, id=5078, type=1
2014-03-22 07:13:07:0172, diag_itemexited, id=5078, type=1
2014-03-22 07:13:07:0204, diag_itementered, id=6222, type=1
2014-03-22 07:13:07:0250, diag_itemexited, id=6222, type=1
2014-03-22 07:13:13:0568, list_mouseentered, 5222
2014-03-22 07:13:13:0943, list_mouseexited
2014-03-22 07:13:20:0089, list_mouseentered, 4922
2014-03-22 07:13:20:0292, list_mouseexited
