2014-02-26 04:20:08:0273, setup_loaddata
2014-02-26 04:20:08:0923, setup_resizewin
2014-02-26 04:20:55:0123, setup_loaddata
2014-02-26 04:20:55:0637, setup_resizewin
2014-02-26 04:20:56:0713, diag_itementered, id=6612, type=1
2014-02-26 04:20:56:0758, diag_itemexited, id=6612, type=1
2014-02-26 04:20:57:0146, diag_itementered, id=4080, type=1
2014-02-26 04:20:58:0227, diag_itemclicked, id=4080, type=1
2014-02-26 04:20:58:0243, diag_itemexited, id=4080, type=1
2014-02-26 04:20:58:0245, diag_itementered, id=6612, type=1
2014-02-26 04:20:58:0325, diag_itemexited, id=6612, type=1
2014-02-26 04:21:01:0589, edge_create, Tuple[10,50,?,2,0.0,1393449654217,1393449654217]
2014-02-26 04:21:01:0614, pattern_change_open
2014-02-26 04:21:05:0079, diag_itementered, id=5527, type=1
2014-02-26 04:21:05:0130, diag_itemexited, id=5527, type=1
2014-02-26 04:21:05:0166, diag_itementered, id=2033796634, type=0
2014-02-26 04:21:05:0192, diag_itemexited, id=2033796634, type=0
2014-02-26 04:21:05:0584, diag_itementered, id=2033796634, type=0
2014-02-26 04:21:05:0815, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:05:0851, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:05:0878, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:05:0904, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:05:0925, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:05:0950, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:05:0974, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:05:0999, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0025, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0049, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0073, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0100, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0124, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0147, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0171, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0195, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0221, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0244, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0270, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0296, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0319, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0344, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0368, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0393, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0417, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0441, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0466, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0491, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0528, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0552, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0577, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0616, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0638, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0662, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0687, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0712, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0737, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0763, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0789, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0814, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0842, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0860, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0885, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:06:0909, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:07:0352, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:07:0376, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:07:0401, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:07:0551, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:07:0576, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:07:0597, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:07:0621, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:07:0650, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:07:0670, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:07:0695, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:07:0720, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:07:0744, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:07:0768, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:07:0794, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:07:0817, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:07:0843, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:07:0941, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:07:0989, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:08:0038, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:08:0063, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:08:0164, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:08:0191, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:08:0224, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:08:0252, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:08:0274, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:08:0310, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:08:0335, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:08:0371, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:08:0396, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:08:0448, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:08:0494, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:08:0522, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:08:0543, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:08:0570, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:08:0592, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:08:0678, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:08:0839, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:08:0867, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:08:0887, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:09:0048, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:09:0183, diag_itemdragged, id=2033796634, type=0
2014-02-26 04:21:09:0613, diag_itemexited, id=2033796634, type=0
2014-02-26 04:21:09:0815, diag_itementered, id=5855, type=1
2014-02-26 04:21:09:0866, diag_itemexited, id=5855, type=1
2014-02-26 04:21:23:0473, pattern_create, -1608828082
2014-02-26 04:21:23:0474, pattern_create, 634687556
2014-02-26 04:21:27:0185, edge_create, Tuple[10,51,?,2,0.0,1393449654217,1393449654217]
2014-02-26 04:21:27:0193, pattern_change_open
2014-02-26 04:21:38:0457, diag_itementered, id=6765, type=1
2014-02-26 04:21:38:0502, diag_itemexited, id=6765, type=1
2014-02-26 04:21:38:0939, diag_itementered, id=-1608828082, type=0
2014-02-26 04:21:39:0216, diag_itemdragged, id=-1608828082, type=0
2014-02-26 04:21:39:0243, diag_itemdragged, id=-1608828082, type=0
2014-02-26 04:21:39:0266, diag_itemdragged, id=-1608828082, type=0
2014-02-26 04:21:39:0290, diag_itemdragged, id=-1608828082, type=0
2014-02-26 04:21:39:0317, diag_itemdragged, id=-1608828082, type=0
2014-02-26 04:21:39:0339, diag_itemdragged, id=-1608828082, type=0
2014-02-26 04:21:39:0365, diag_itemdragged, id=-1608828082, type=0
2014-02-26 04:21:39:0388, diag_itemdragged, id=-1608828082, type=0
2014-02-26 04:21:39:0411, diag_itemdragged, id=-1608828082, type=0
2014-02-26 04:21:39:0435, diag_itemdragged, id=-1608828082, type=0
2014-02-26 04:21:39:0459, diag_itemdragged, id=-1608828082, type=0
2014-02-26 04:21:39:0485, diag_itemdragged, id=-1608828082, type=0
2014-02-26 04:21:39:0509, diag_itemdragged, id=-1608828082, type=0
2014-02-26 04:21:39:0533, diag_itemdragged, id=-1608828082, type=0
2014-02-26 04:21:39:0558, diag_itemdragged, id=-1608828082, type=0
2014-02-26 04:21:39:0582, diag_itemdragged, id=-1608828082, type=0
2014-02-26 04:21:39:0606, diag_itemdragged, id=-1608828082, type=0
2014-02-26 04:21:39:0633, diag_itemdragged, id=-1608828082, type=0
2014-02-26 04:21:39:0656, diag_itemdragged, id=-1608828082, type=0
2014-02-26 04:21:39:0681, diag_itemdragged, id=-1608828082, type=0
2014-02-26 04:21:39:0708, diag_itemdragged, id=-1608828082, type=0
