2014-11-17 11:42:30:0614, setup_loaddata
2014-11-17 11:42:35:0044, list_mouseentered, 1
2014-11-17 11:42:35:0513, list_mouseexited
2014-11-17 11:42:38:0102, diag_itemexited, id=8, type=4
2014-11-17 11:42:38:0745, diag_itemexited, id=38, type=4
2014-11-17 11:42:39:0914, diag_itemexited, id=3, type=4
2014-11-17 11:42:40:0466, diag_itemexited, id=133, type=4
2014-11-17 11:42:40:0468, diag_itementered, id=44005, type=1
2014-11-17 11:42:40:0545, diag_itemexited, id=44005, type=1
2014-11-17 11:42:41:0297, diag_itemexited, id=128, type=4
2014-11-17 11:42:41:0413, diag_itemexited, id=155, type=4
2014-11-17 11:42:41:0413, diag_itementered, id=33901, type=1
2014-11-17 11:42:41:0815, diag_itemexited, id=33901, type=1
2014-11-17 11:42:41:0895, diag_itemexited, id=155, type=4
2014-11-17 11:42:42:0911, diag_itemexited, id=155, type=4
2014-11-17 11:42:43:0945, diag_itemexited, id=91, type=4
2014-11-17 11:42:44:0044, diag_itemexited, id=14, type=4
2014-11-17 11:42:44:0044, diag_itementered, id=12088, type=1
2014-11-17 11:42:44:0130, diag_itemexited, id=12088, type=1
2014-11-17 11:42:44:0292, diag_itemexited, id=145, type=4
2014-11-17 11:42:44:0365, diag_itemexited, id=50, type=4
2014-11-17 11:42:44:0875, diag_itemexited, id=14, type=4
2014-11-17 11:42:44:0948, diag_itementered, id=47605, type=1
2014-11-17 11:42:45:0196, diag_itemexited, id=47605, type=1
2014-11-17 11:42:45:0304, diag_itemexited, id=48, type=4
2014-11-17 11:42:45:0529, diag_itemexited, id=94, type=4
2014-11-17 11:42:45:0529, diag_itementered, id=46496, type=1
2014-11-17 11:42:45:0614, diag_itemexited, id=46496, type=1
2014-11-17 11:42:45:0702, diag_itemexited, id=48, type=4
2014-11-17 11:42:45:0714, diag_itementered, id=47045, type=1
2014-11-17 11:42:45:0810, diag_itemexited, id=47045, type=1
2014-11-17 11:42:46:0132, diag_itemexited, id=48, type=4
2014-11-17 11:42:46:0167, diag_itementered, id=36347, type=1
2014-11-17 11:42:46:0430, diag_itemexited, id=36347, type=1
2014-11-17 11:42:46:0671, diag_itemexited, id=153, type=4
2014-11-17 11:42:46:0672, diag_itementered, id=36347, type=1
2014-11-17 11:42:46:0746, diag_itemexited, id=36347, type=1
2014-11-17 11:42:46:0830, diag_itemexited, id=142, type=4
2014-11-17 11:42:46:0908, diag_itemexited, id=3, type=4
2014-11-17 11:42:47:0182, list_mouseentered, 55440
2014-11-17 11:42:47:0445, list_mouseexited
