2014-03-15 11:46:06:0479, setup_loaddata
2014-03-15 11:46:06:0638, question_create, 1908558171
2014-03-15 11:46:06:0843, answer_create, 11092
2014-03-15 11:46:06:0845, edge_create, Tuple[0,1,0.35556776678174784,4,0.0,1394941565524,1394941565524]
2014-03-15 11:46:06:0845, answer_create, 11098
2014-03-15 11:46:06:0846, edge_create, Tuple[0,2,0.3565137120135379,4,0.0,1394941565524,1394941565524]
2014-03-15 11:46:06:0846, answer_create, 11101
2014-03-15 11:46:06:0847, edge_create, Tuple[0,3,0.45285535406952104,4,0.0,1394941565524,1394941565524]
2014-03-15 11:46:06:0847, answer_create, 15657
2014-03-15 11:46:06:0848, edge_create, Tuple[0,4,0.2658689547360996,4,0.0,1394941565524,1394941565524]
2014-03-15 11:46:06:0848, answer_create, 15874
2014-03-15 11:46:06:0849, edge_create, Tuple[0,5,0.6899549251262462,4,0.0,1394941565524,1394941565524]
2014-03-15 11:46:06:0849, answer_create, 19186
2014-03-15 11:46:06:0849, edge_create, Tuple[0,6,0.9010043186835931,4,0.0,1394941565524,1394941565524]
2014-03-15 11:46:06:0850, answer_create, 5047679
2014-03-15 11:46:06:0850, edge_create, Tuple[0,7,0.25662899001804074,4,0.0,1394941565524,1394941565524]
2014-03-15 11:46:06:0853, question_create, 1069061156
2014-03-15 11:46:06:0993, setup_resizewin
2014-03-15 11:46:47:0507, setup_loaddata
2014-03-15 11:46:47:0680, question_create, -833322708
2014-03-15 11:46:47:0887, answer_create, 11092
2014-03-15 11:46:47:0890, edge_create, Tuple[0,1,0.31430587078365946,4,0.0,1394941606552,1394941606552]
2014-03-15 11:46:47:0891, answer_create, 11098
2014-03-15 11:46:47:0892, edge_create, Tuple[0,2,0.38896584508417886,4,0.0,1394941606552,1394941606552]
2014-03-15 11:46:47:0893, answer_create, 11101
2014-03-15 11:46:47:0894, edge_create, Tuple[0,3,0.812997741547046,4,0.0,1394941606552,1394941606552]
2014-03-15 11:46:47:0895, answer_create, 15657
2014-03-15 11:46:47:0896, edge_create, Tuple[0,4,0.6951600380690448,4,0.0,1394941606552,1394941606552]
2014-03-15 11:46:47:0896, answer_create, 15874
2014-03-15 11:46:47:0897, edge_create, Tuple[0,5,0.7007406554240541,4,0.0,1394941606552,1394941606552]
2014-03-15 11:46:47:0897, answer_create, 19186
2014-03-15 11:46:47:0898, edge_create, Tuple[0,6,0.5796451904497043,4,0.0,1394941606552,1394941606552]
2014-03-15 11:46:47:0898, answer_create, 5047679
2014-03-15 11:46:47:0899, edge_create, Tuple[0,7,0.9203136563533133,4,0.0,1394941606552,1394941606552]
2014-03-15 11:46:47:0901, question_create, -495100141
2014-03-15 11:46:47:0942, setup_resizewin
2014-03-15 11:46:49:0089, diag_itementered, id=4242, type=1
2014-03-15 11:46:49:0153, diag_itemexited, id=4242, type=1
2014-03-15 11:46:49:0197, diag_itementered, id=7779, type=1
2014-03-15 11:46:49:0247, diag_itemexited, id=7779, type=1
