2014-03-22 05:34:44:0927, setup_loaddata
2014-03-22 05:34:45:0083, question_create, -1829880818
2014-03-22 05:34:45:0286, answer_create, 133
2014-03-22 05:34:45:0286, edge_create, Tuple[0,1,0.38814535026199193,4,0.0,1395480884005,1395480884005]
2014-03-22 05:34:45:0286, answer_create, 183
2014-03-22 05:34:45:0286, edge_create, Tuple[0,2,0.0354317680883085,4,0.0,1395480884005,1395480884005]
2014-03-22 05:34:45:0286, answer_create, 190
2014-03-22 05:34:45:0286, edge_create, Tuple[0,3,0.027238332652857467,4,0.0,1395480884005,1395480884005]
2014-03-22 05:34:45:0286, answer_create, 540
2014-03-22 05:34:45:0286, edge_create, Tuple[0,4,0.8246000306736744,4,0.0,1395480884005,1395480884005]
2014-03-22 05:34:45:0286, answer_create, 939
2014-03-22 05:34:45:0286, edge_create, Tuple[0,5,0.8804461808294582,4,0.0,1395480884005,1395480884005]
2014-03-22 05:34:45:0286, answer_create, 6726
2014-03-22 05:34:45:0286, edge_create, Tuple[0,6,0.13620118076132648,4,0.0,1395480884005,1395480884005]
2014-03-22 05:34:45:0286, answer_create, 21413
2014-03-22 05:34:45:0286, edge_create, Tuple[0,7,0.4365828911359836,4,0.0,1395480884005,1395480884005]
2014-03-22 05:34:45:0286, answer_create, 53547
2014-03-22 05:34:45:0286, edge_create, Tuple[0,8,0.186633783059431,4,0.0,1395480884005,1395480884005]
2014-03-22 05:34:45:0286, answer_create, 74018
2014-03-22 05:34:45:0286, edge_create, Tuple[0,9,0.09795880235078969,4,0.0,1395480884005,1395480884005]
2014-03-22 05:34:45:0286, answer_create, 144768
2014-03-22 05:34:45:0286, edge_create, Tuple[0,10,0.9705317990041488,4,0.0,1395480884005,1395480884005]
2014-03-22 05:34:45:0286, answer_create, 155146
2014-03-22 05:34:45:0286, edge_create, Tuple[0,11,0.5463171521663585,4,0.0,1395480884005,1395480884005]
2014-03-22 05:34:45:0286, answer_create, 161058
2014-03-22 05:34:45:0286, edge_create, Tuple[0,12,0.9796038615515295,4,0.0,1395480884005,1395480884005]
2014-03-22 05:34:45:0286, answer_create, 208799
2014-03-22 05:34:45:0302, edge_create, Tuple[0,13,0.7444503799819047,4,0.0,1395480884005,1395480884005]
2014-03-22 05:34:45:0302, answer_create, 3455575
2014-03-22 05:34:45:0302, edge_create, Tuple[0,14,0.47687983996365035,4,0.0,1395480884005,1395480884005]
2014-03-22 05:34:45:0302, answer_create, 12791308
2014-03-22 05:34:45:0302, edge_create, Tuple[0,15,0.31686357884587013,4,0.0,1395480884005,1395480884005]
2014-03-22 05:34:45:0302, answer_create, 16483567
2014-03-22 05:34:45:0302, edge_create, Tuple[0,16,0.9005749514501672,4,0.0,1395480884005,1395480884005]
2014-03-22 05:34:45:0302, question_create, 798524276
2014-03-22 05:34:45:0302, edge_create, Tuple[0,17,0.4233029924031513,1,0.0,1395480884005,1395480884005]
2014-03-22 05:34:45:0302, question_create, -1077303647
2014-03-22 05:34:45:0302, edge_create, Tuple[0,18,0.43365769535425946,1,0.0,1395480884005,1395480884005]
2014-03-22 05:34:45:0302, question_create, 1817440052
2014-03-22 05:34:45:0302, edge_create, Tuple[0,19,0.4552578380013589,1,0.0,1395480884005,1395480884005]
2014-03-22 05:34:45:0302, question_create, 553466032
2014-03-22 05:34:45:0302, edge_create, Tuple[0,20,0.14320433701414548,1,0.0,1395480884005,1395480884005]
2014-03-22 05:34:45:0302, question_create, -282690777
2014-03-22 05:34:45:0302, edge_create, Tuple[0,21,0.6285621567922087,1,0.0,1395480884005,1395480884005]
2014-03-22 05:34:45:0302, question_create, 392540416
2014-03-22 05:34:45:0302, edge_create, Tuple[0,22,0.6602299722621751,1,0.0,1395480884005,1395480884005]
2014-03-22 05:34:45:0317, question_create, -874981324
2014-03-22 05:34:45:0317, edge_create, Tuple[0,23,0.728771851414371,1,0.0,1395480884005,1395480884005]
2014-03-22 05:34:45:0317, question_create, 1654459548
2014-03-22 05:34:45:0317, edge_create, Tuple[0,24,0.20379426745674378,1,0.0,1395480884005,1395480884005]
2014-03-22 05:34:45:0317, question_create, 900235213
2014-03-22 05:34:45:0317, edge_create, Tuple[0,25,0.3344916365750389,1,0.0,1395480884005,1395480884005]
2014-03-22 05:34:45:0317, question_create, -223153603
