2014-03-15 11:11:18:0461, setup_loaddata
2014-03-15 11:11:18:0617, question_create, 1211582063
2014-03-15 11:11:18:0821, answer_create, 11092
2014-03-15 11:11:18:0823, edge_create, Tuple[0,1,0.029805055674309577,4,0.0,1394939477525,1394939477525]
2014-03-15 11:11:18:0824, answer_create, 11098
2014-03-15 11:11:18:0824, edge_create, Tuple[0,2,0.6380409864117368,4,0.0,1394939477525,1394939477525]
2014-03-15 11:11:18:0825, answer_create, 11101
2014-03-15 11:11:18:0825, edge_create, Tuple[0,3,0.9140346084742808,4,0.0,1394939477525,1394939477525]
2014-03-15 11:11:18:0826, answer_create, 15657
2014-03-15 11:11:18:0826, edge_create, Tuple[0,4,0.5277291395204712,4,0.0,1394939477525,1394939477525]
2014-03-15 11:11:18:0827, answer_create, 15874
2014-03-15 11:11:18:0827, edge_create, Tuple[0,5,0.9649993333670267,4,0.0,1394939477525,1394939477525]
2014-03-15 11:11:18:0827, answer_create, 19186
2014-03-15 11:11:18:0828, edge_create, Tuple[0,6,0.5290053400520099,4,0.0,1394939477525,1394939477525]
2014-03-15 11:11:18:0828, answer_create, 5047679
2014-03-15 11:11:18:0829, edge_create, Tuple[0,7,0.1157347151681295,4,0.0,1394939477525,1394939477525]
2014-03-15 11:11:18:0936, setup_resizewin
2014-03-15 11:11:25:0657, list_mouseentered, 123
2014-03-15 11:11:26:0037, list_mouseexited
