2014-04-03 06:16:39:0767, setup_loaddata
2014-04-03 06:16:41:0392, list_mouseentered, 2158
2014-04-03 06:16:41:0871, list_mouseexited
2014-04-03 06:16:44:0738, list_mouseentered, 1641682794
2014-04-03 06:16:46:0642, edge_create, Tuple[0,1,0.7174930340495393,1,0.0,1396520199291,1396520199291]
2014-04-03 06:16:46:0644, edge_create, Tuple[1,2,0.06624081079232791,1,0.0,1396520199291,1396520199291]
2014-04-03 06:16:46:0646, edge_create, Tuple[1,3,0.18184622070834078,1,0.0,1396520199291,1396520199291]
2014-04-03 06:16:46:0648, edge_create, Tuple[0,4,0.9476401886096646,2,1.0,1396520199291,1396520199291]
2014-04-03 06:16:46:0648, pattern_create, 1528712807
2014-04-03 06:16:46:0649, edge_create, Tuple[4,5,0.047093293398872915,2,1.0,1396520199291,1396520199291]
2014-04-03 06:16:46:0650, pattern_create, 977704897
2014-04-03 06:16:46:0651, edge_create, Tuple[4,6,0.29660040399060617,2,1.0,1396520199291,1396520199291]
2014-04-03 06:16:46:0695, pattern_open, 2109443059
2014-04-03 06:16:48:0689, list_mouseexited
