2014-03-15 11:54:04:0616, setup_loaddata
2014-03-15 11:54:04:0774, question_create, -758505241
2014-03-15 11:54:04:0988, answer_create, 133
2014-03-15 11:54:04:0990, edge_create, Tuple[0,1,0.32476563369261313,4,0.0,1394942043695,1394942043695]
2014-03-15 11:54:04:0990, answer_create, 183
2014-03-15 11:54:04:0991, edge_create, Tuple[0,2,0.5783499321804487,4,0.0,1394942043695,1394942043695]
2014-03-15 11:54:04:0991, answer_create, 190
2014-03-15 11:54:04:0992, edge_create, Tuple[0,3,0.5044222512506725,4,0.0,1394942043695,1394942043695]
2014-03-15 11:54:04:0992, answer_create, 540
2014-03-15 11:54:04:0993, edge_create, Tuple[0,4,0.08225251210702811,4,0.0,1394942043695,1394942043695]
2014-03-15 11:54:04:0993, answer_create, 939
2014-03-15 11:54:04:0993, edge_create, Tuple[0,5,0.5812032068337905,4,0.0,1394942043695,1394942043695]
2014-03-15 11:54:04:0994, answer_create, 6726
2014-03-15 11:54:04:0994, edge_create, Tuple[0,6,0.38415191152848915,4,0.0,1394942043695,1394942043695]
2014-03-15 11:54:04:0995, answer_create, 21413
2014-03-15 11:54:04:0995, edge_create, Tuple[0,7,0.18383698517049019,4,0.0,1394942043695,1394942043695]
2014-03-15 11:54:04:0995, answer_create, 53547
2014-03-15 11:54:04:0996, edge_create, Tuple[0,8,0.4973978627263681,4,0.0,1394942043695,1394942043695]
2014-03-15 11:54:04:0996, answer_create, 74018
2014-03-15 11:54:04:0997, edge_create, Tuple[0,9,0.11262401540042866,4,0.0,1394942043695,1394942043695]
2014-03-15 11:54:04:0997, answer_create, 144768
2014-03-15 11:54:04:0998, edge_create, Tuple[0,10,0.2890396498515392,4,0.0,1394942043695,1394942043695]
2014-03-15 11:54:04:0998, answer_create, 155146
2014-03-15 11:54:04:0999, edge_create, Tuple[0,11,0.2502476755198514,4,0.0,1394942043695,1394942043695]
2014-03-15 11:54:04:0999, answer_create, 161058
2014-03-15 11:54:04:0999, edge_create, Tuple[0,12,0.2817342663862662,4,0.0,1394942043695,1394942043695]
2014-03-15 11:54:05:0000, answer_create, 208799
2014-03-15 11:54:05:0000, edge_create, Tuple[0,13,0.1215274554937904,4,0.0,1394942043695,1394942043695]
2014-03-15 11:54:05:0001, answer_create, 3455575
2014-03-15 11:54:05:0001, edge_create, Tuple[0,14,0.2295397865381339,4,0.0,1394942043695,1394942043695]
2014-03-15 11:54:05:0001, answer_create, 12791308
2014-03-15 11:54:05:0002, edge_create, Tuple[0,15,0.9511530761709837,4,0.0,1394942043695,1394942043695]
2014-03-15 11:54:05:0002, answer_create, 16483567
2014-03-15 11:54:05:0003, edge_create, Tuple[0,16,0.6573716150945674,4,0.0,1394942043695,1394942043695]
2014-03-15 11:54:05:0005, question_create, 1047158520
2014-03-15 11:54:05:0006, edge_create, Tuple[0,17,0.5349387883201091,1,0.0,1394942043695,1394942043695]
2014-03-15 11:54:05:0007, question_create, -359971281
2014-03-15 11:54:05:0008, edge_create, Tuple[0,18,0.5350141135906273,1,0.0,1394942043695,1394942043695]
2014-03-15 11:54:05:0009, question_create, 1287319724
2014-03-15 11:54:05:0009, edge_create, Tuple[0,19,0.4217508336227417,1,0.0,1394942043695,1394942043695]
2014-03-15 11:54:05:0011, question_create, -533854763
2014-03-15 11:54:05:0011, edge_create, Tuple[0,20,0.8619737277439509,1,0.0,1394942043695,1394942043695]
2014-03-15 11:54:05:0013, question_create, -737278182
2014-03-15 11:54:05:0013, edge_create, Tuple[0,21,0.5680037697039773,1,0.0,1394942043695,1394942043695]
2014-03-15 11:54:05:0015, question_create, 1469733182
2014-03-15 11:54:05:0015, edge_create, Tuple[0,22,0.46501308104174466,1,0.0,1394942043695,1394942043695]
2014-03-15 11:54:05:0016, question_create, 1461709895
2014-03-15 11:54:05:0017, edge_create, Tuple[0,23,0.6102689990279805,1,0.0,1394942043695,1394942043695]
2014-03-15 11:54:05:0018, question_create, 451989122
2014-03-15 11:54:05:0018, edge_create, Tuple[0,24,0.04898224473884638,1,0.0,1394942043695,1394942043695]
2014-03-15 11:54:05:0019, question_create, 1532752780
2014-03-15 11:54:05:0020, edge_create, Tuple[0,25,0.05985947155289639,1,0.0,1394942043695,1394942043695]
2014-03-15 11:54:05:0021, question_create, 605880800
2014-03-15 11:54:05:0021, edge_create, Tuple[0,26,0.6381082320040561,1,0.0,1394942043695,1394942043695]
2014-03-15 11:54:05:0022, question_create, 403826591
2014-03-15 11:54:05:0023, edge_create, Tuple[0,27,0.4501899830156084,1,0.0,1394942043695,1394942043695]
2014-03-15 11:54:05:0023, question_create, 806794632
2014-03-15 11:54:05:0024, edge_create, Tuple[0,28,0.30773003084907835,1,0.0,1394942043695,1394942043695]
2014-03-15 11:54:05:0025, question_create, -1266098029
2014-03-15 11:54:05:0025, edge_create, Tuple[0,29,0.9460451570686101,1,0.0,1394942043695,1394942043695]
2014-03-15 11:54:05:0026, question_create, -995689656
2014-03-15 11:54:05:0026, edge_create, Tuple[0,30,0.2800023191828259,1,0.0,1394942043695,1394942043695]
2014-03-15 11:54:05:0027, question_create, 79247300
2014-03-15 11:54:05:0028, edge_create, Tuple[0,31,0.786322039551862,1,0.0,1394942043695,1394942043695]
2014-03-15 11:54:05:0029, question_create, -110553289
2014-03-15 11:54:05:0029, edge_create, Tuple[0,32,0.5789823285051049,1,0.0,1394942043695,1394942043695]
2014-03-15 11:54:05:0030, question_create, 1006967259
2014-03-15 11:54:05:0031, edge_create, Tuple[0,33,0.6176405668162721,1,0.0,1394942043695,1394942043695]
2014-03-15 11:54:05:0031, question_create, 1480246393
2014-03-15 11:54:05:0032, edge_create, Tuple[0,34,0.8662990243868779,1,0.0,1394942043695,1394942043695]
2014-03-15 11:54:05:0033, question_create, -1327976777
2014-03-15 11:54:05:0033, edge_create, Tuple[0,35,0.20978170582422362,1,0.0,1394942043695,1394942043695]
2014-03-15 11:54:05:0034, question_create, -539764553
2014-03-15 11:54:05:0034, edge_create, Tuple[0,36,0.14519727381744274,1,0.0,1394942043695,1394942043695]
2014-03-15 11:54:05:0035, question_create, 959744665
2014-03-15 11:54:05:0036, edge_create, Tuple[0,37,0.8668231588513011,1,0.0,1394942043695,1394942043695]
2014-03-15 11:54:05:0036, question_create, 1059581964
2014-03-15 11:54:05:0037, edge_create, Tuple[0,38,0.23693993092031018,1,0.0,1394942043695,1394942043695]
2014-03-15 11:54:05:0037, question_create, -439709484
2014-03-15 11:54:05:0038, edge_create, Tuple[0,39,0.49857343233560225,1,0.0,1394942043695,1394942043695]
2014-03-15 11:54:05:0039, question_create, -2049759264
2014-03-15 11:54:05:0040, edge_create, Tuple[0,40,0.2300020488058464,1,0.0,1394942043695,1394942043695]
2014-03-15 11:54:05:0080, setup_resizewin
2014-03-16 12:03:14:0907, list_mouseentered, 123
2014-03-16 12:03:14:0924, list_mouseexited
2014-03-16 12:03:17:0192, list_mouseentered, 123
2014-03-16 12:03:17:0252, list_mouseexited
2014-03-16 12:03:22:0158, list_mouseentered, 126
2014-03-16 12:03:22:0218, list_mouseexited
