2014-03-23 08:25:31:0716, setup_loaddata
2014-03-23 08:25:32:0074, edge_create, Tuple[0,1,0.7530525610746931,4,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0074, answer_create, 133
2014-03-23 08:25:32:0074, edge_create, Tuple[1,2,0.816632435459294,4,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0074, answer_create, 183
2014-03-23 08:25:32:0074, edge_create, Tuple[1,3,0.6654706040334074,4,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0074, answer_create, 190
2014-03-23 08:25:32:0074, edge_create, Tuple[1,4,0.9609568631818565,4,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0074, answer_create, 540
2014-03-23 08:25:32:0074, edge_create, Tuple[1,5,0.24754886872992998,4,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0074, answer_create, 939
2014-03-23 08:25:32:0074, edge_create, Tuple[1,6,0.07281521751601683,4,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0074, answer_create, 6726
2014-03-23 08:25:32:0074, edge_create, Tuple[1,7,0.1418745408602955,4,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0074, answer_create, 21413
2014-03-23 08:25:32:0074, edge_create, Tuple[1,8,0.6586039816372762,4,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0074, answer_create, 53547
2014-03-23 08:25:32:0074, edge_create, Tuple[1,9,0.8611636694114527,4,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0074, answer_create, 74018
2014-03-23 08:25:32:0074, edge_create, Tuple[1,10,0.8920563882166126,4,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0074, answer_create, 144768
2014-03-23 08:25:32:0074, edge_create, Tuple[1,11,0.5574840251340745,4,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0074, answer_create, 155146
2014-03-23 08:25:32:0074, edge_create, Tuple[1,12,0.8801452041583816,4,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0074, answer_create, 161058
2014-03-23 08:25:32:0074, edge_create, Tuple[1,13,0.7997300770524413,4,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0074, answer_create, 208799
2014-03-23 08:25:32:0074, edge_create, Tuple[1,14,0.014738701962332512,4,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0074, answer_create, 3455575
2014-03-23 08:25:32:0074, edge_create, Tuple[1,15,0.7268544810969736,4,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0090, answer_create, 12791308
2014-03-23 08:25:32:0090, edge_create, Tuple[1,16,0.3091244871701029,4,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0090, answer_create, 16483567
2014-03-23 08:25:32:0090, edge_create, Tuple[1,17,0.21792381868626032,4,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0090, question_create, 916199608
2014-03-23 08:25:32:0090, edge_create, Tuple[0,18,0.7641447299934823,1,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0090, question_create, 1583689908
2014-03-23 08:25:32:0090, edge_create, Tuple[0,19,0.044151933070319394,1,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0090, question_create, -2095668264
2014-03-23 08:25:32:0090, edge_create, Tuple[0,20,0.8515349375695898,1,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0090, question_create, 326408392
2014-03-23 08:25:32:0090, edge_create, Tuple[0,21,0.5351606715308319,1,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0090, question_create, -444427555
2014-03-23 08:25:32:0090, edge_create, Tuple[0,22,0.2517182979888626,1,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0090, question_create, -725121953
2014-03-23 08:25:32:0090, edge_create, Tuple[0,23,0.05032590353202038,1,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0090, question_create, -383474943
2014-03-23 08:25:32:0090, edge_create, Tuple[0,24,0.43529513083830984,1,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0090, question_create, 1615428339
2014-03-23 08:25:32:0090, edge_create, Tuple[0,25,0.23806067267439035,1,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0106, question_create, -680495285
2014-03-23 08:25:32:0106, edge_create, Tuple[0,26,0.3101587770584521,1,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0106, question_create, 112376429
2014-03-23 08:25:32:0106, edge_create, Tuple[0,27,0.5187413046134464,1,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0106, question_create, 1908321813
2014-03-23 08:25:32:0106, edge_create, Tuple[0,28,0.6511605660915258,1,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0106, question_create, 1467706978
2014-03-23 08:25:32:0106, edge_create, Tuple[0,29,0.13648499874045528,1,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0106, question_create, -465778107
2014-03-23 08:25:32:0106, edge_create, Tuple[0,30,0.20836785740733865,1,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0106, question_create, -1276282105
2014-03-23 08:25:32:0106, edge_create, Tuple[0,31,0.8994026996219402,1,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0106, question_create, 657034661
2014-03-23 08:25:32:0106, edge_create, Tuple[0,32,0.4880914472056632,1,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0106, question_create, 83105229
2014-03-23 08:25:32:0106, edge_create, Tuple[0,33,0.8282966898500007,1,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0106, question_create, 817355735
2014-03-23 08:25:32:0106, edge_create, Tuple[0,34,0.41250072686616135,1,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0106, question_create, 862635563
2014-03-23 08:25:32:0106, edge_create, Tuple[0,35,0.05383243544530503,1,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0106, question_create, -257134416
2014-03-23 08:25:32:0106, edge_create, Tuple[0,36,0.01228859684082273,1,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0121, question_create, -1778346828
2014-03-23 08:25:32:0121, edge_create, Tuple[0,37,0.1382776229571342,1,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0121, question_create, -155836050
2014-03-23 08:25:32:0121, edge_create, Tuple[0,38,0.11846631253338202,1,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0121, question_create, 1009525253
2014-03-23 08:25:32:0121, edge_create, Tuple[0,39,0.6681320177727311,1,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0121, question_create, 597254386
2014-03-23 08:25:32:0121, edge_create, Tuple[0,40,0.8668153276658064,1,0.0,1395620730763,1395620730763]
2014-03-23 08:25:32:0121, question_create, 1227148240
