2014-04-03 06:31:58:0491, setup_loaddata
2014-04-03 06:32:00:0200, list_mouseentered, 2158
2014-04-03 06:32:00:0394, list_mouseexited
2014-04-03 06:32:02:0059, list_mouseentered, -771804441
2014-04-03 06:32:03:0919, edge_create, Tuple[0,1,0.12021168499531099,1,0.0,1396521117994,1396521117994]
2014-04-03 06:32:03:0921, edge_create, Tuple[1,2,0.38544973072629807,1,0.0,1396521117994,1396521117994]
2014-04-03 06:32:03:0923, edge_create, Tuple[1,3,0.6632342559794234,1,0.0,1396521117994,1396521117994]
2014-04-03 06:32:03:0925, edge_create, Tuple[1,4,0.6052699270803849,1,0.0,1396521117994,1396521117994]
2014-04-03 06:32:03:0926, edge_create, Tuple[1,5,0.36210073322674097,1,0.0,1396521117994,1396521117994]
2014-04-03 06:32:03:0928, edge_create, Tuple[1,6,0.06675718455860014,1,0.0,1396521117994,1396521117994]
2014-04-03 06:32:03:0929, edge_create, Tuple[1,7,0.7621804479782155,1,0.0,1396521117994,1396521117994]
2014-04-03 06:32:03:0931, edge_create, Tuple[0,8,0.34254123923536306,2,1.0,1396521117994,1396521117994]
2014-04-03 06:32:03:0931, pattern_create, 987585204
2014-04-03 06:32:03:0932, edge_create, Tuple[8,9,0.9322042097468647,2,1.0,1396521117994,1396521117994]
2014-04-03 06:32:03:0973, pattern_open, 1641682794
2014-04-03 06:32:04:0040, list_mouseexited
