2014-10-31 06:07:32:0508, setup_loaddata
2014-10-31 06:07:36:0398, list_mouseentered, 2109443059
2014-10-31 06:07:36:0698, list_mouseexited
2014-10-31 06:07:41:0178, list_mouseentered, 564
2014-10-31 06:07:41:0248, list_mouseexited
2014-10-31 06:07:41:0488, list_mouseentered, 123
2014-10-31 06:07:41:0628, list_mouseexited
2014-10-31 06:07:52:0538, setup_loaddata
2014-10-31 06:08:26:0980, list_mouseentered, 2931
2014-10-31 06:08:27:0430, list_mouseexited
2014-10-31 06:08:53:0343, list_mouseentered, 2109443059
2014-10-31 06:08:53:0473, list_mouseexited
2014-10-31 06:08:57:0893, list_mouseentered, 123
2014-10-31 06:08:58:0023, list_mouseexited
2014-10-31 06:09:02:0643, setup_loaddata
2014-10-31 06:09:07:0753, setup_loaddata
2014-10-31 06:09:10:0044, list_mouseentered, 2109443059
2014-10-31 06:09:10:0314, list_mouseexited
2014-10-31 06:09:15:0954, list_mouseentered, 5855
2014-10-31 06:09:16:0054, list_mouseexited
2014-10-31 06:09:17:0304, setup_loaddata
2014-10-31 06:09:17:0894, list_mouseentered, 1641682794
2014-10-31 06:09:18:0364, list_mouseexited
2014-10-31 06:09:23:0044, list_mouseentered, 6658
2014-10-31 06:09:23:0724, list_mouseexited
2014-10-31 06:09:24:0274, diag_itementered, id=6658, type=1
2014-10-31 06:09:26:0634, edge_create, Tuple[0,1,0.1326901039864592,4,0.0,1414750071958,1414750071958]
2014-10-31 06:09:26:0634, answer_create, 6659
2014-10-31 06:09:26:0634, edge_create, Tuple[1,2,0.39095287998622097,4,0.0,1414750071958,1414750071958]
2014-10-31 06:09:26:0634, answer_create, 6671
2014-10-31 06:09:26:0634, edge_create, Tuple[1,3,0.9000014714710483,4,0.0,1414750071958,1414750071958]
2014-10-31 06:09:26:0634, answer_create, 6713
2014-10-31 06:09:26:0634, edge_create, Tuple[1,4,0.7771168995968895,4,0.0,1414750071958,1414750071958]
2014-10-31 06:09:26:0634, answer_create, 14412
2014-10-31 06:09:26:0634, edge_create, Tuple[1,5,0.25540191848882765,4,0.0,1414750071958,1414750071958]
