2014-09-26 08:02:44:0169, setup_loaddata
2014-09-26 08:02:54:0433, list_mouseentered, 2109443059
2014-09-26 08:02:54:0822, list_mouseexited
2014-09-26 08:02:56:0336, list_mouseentered, 1641682794
2014-09-26 08:02:56:0427, list_mouseexited
2014-09-26 08:02:58:0776, setup_loaddata
2014-09-26 08:03:03:0297, edge_create, Tuple[0,1,0.4971618920983075,5,0.0,1411732963539,1411732963539]
2014-09-26 08:03:03:0300, question_create, 123
2014-09-26 08:03:03:0301, edge_create, Tuple[1,2,0.6232584244868425,2,1.0,1411732963539,1411732963539]
2014-09-26 08:03:03:0301, question_create, 382
2014-09-26 08:03:03:0302, edge_create, Tuple[1,3,0.7734859637008049,2,1.0,1411732963539,1411732963539]
2014-09-26 08:03:03:0302, question_create, 564
2014-09-26 08:03:03:0302, edge_create, Tuple[1,4,0.49469952135713136,2,1.0,1411732963539,1411732963539]
2014-09-26 08:03:03:0303, question_create, 2158
2014-09-26 08:03:03:0303, edge_create, Tuple[1,5,0.8639535563302648,2,1.0,1411732963539,1411732963539]
2014-09-26 08:03:03:0303, question_create, 2931
2014-09-26 08:03:03:0304, edge_create, Tuple[1,6,0.431925016625458,2,1.0,1411732963539,1411732963539]
2014-09-26 08:03:03:0304, question_create, 2968
2014-09-26 08:03:03:0304, edge_create, Tuple[1,7,0.20600704186383068,2,1.0,1411732963539,1411732963539]
2014-09-26 08:03:03:0305, question_create, 3049
2014-09-26 08:03:03:0305, edge_create, Tuple[1,8,0.8101062670353504,2,1.0,1411732963539,1411732963539]
2014-09-26 08:03:03:0305, question_create, 4149
2014-09-26 08:03:03:0306, edge_create, Tuple[1,9,0.04177667386236561,2,1.0,1411732963539,1411732963539]
2014-09-26 08:03:03:0306, question_create, 4242
2014-09-26 08:03:03:0306, edge_create, Tuple[1,10,0.684277496702537,2,1.0,1411732963539,1411732963539]
2014-09-26 08:03:03:0307, question_create, 5222
2014-09-26 08:03:03:0307, edge_create, Tuple[1,11,0.5087970652323076,2,1.0,1411732963539,1411732963539]
2014-09-26 08:03:03:0307, question_create, 5328
2014-09-26 08:03:03:0308, edge_create, Tuple[1,12,0.6957017372787614,2,1.0,1411732963539,1411732963539]
2014-09-26 08:03:03:0308, question_create, 5855
2014-09-26 08:03:03:0308, edge_create, Tuple[1,13,0.48615484944320697,2,1.0,1411732963539,1411732963539]
2014-09-26 08:03:03:0309, question_create, 6612
