2014-11-17 05:32:19:0886, setup_loaddata
2014-11-17 05:32:55:0196, setup_loaddata
2014-11-17 05:33:10:0440, diag_itementered, id=49379, type=1
2014-11-17 05:33:10:0503, diag_itemexited, id=49379, type=1
2014-11-17 05:33:11:0002, diag_itementered, id=43157, type=1
2014-11-17 05:33:11:0064, diag_itemexited, id=43157, type=1
2014-11-17 05:33:11:0142, diag_itemexited, id=1, type=3
2014-11-17 05:33:11:0329, diag_itementered, id=39399, type=1
2014-11-17 05:33:11:0392, diag_itemexited, id=39399, type=1
2014-11-17 05:33:11:0392, diag_itementered, id=3, type=0
2014-11-17 05:33:11:0548, diag_itemexited, id=3, type=0
2014-11-17 05:33:11:0860, diag_itemexited, id=3, type=3
2014-11-17 05:33:11:0860, diag_itementered, id=3, type=0
2014-11-17 05:33:11:0922, diag_itemexited, id=3, type=0
2014-11-17 05:33:11:0969, diag_itemexited, id=3, type=3
2014-11-17 05:33:12:0000, diag_itementered, id=24723, type=1
2014-11-17 05:33:12:0047, diag_itemexited, id=24723, type=1
2014-11-17 05:33:12:0156, diag_itemexited, id=1, type=3
2014-11-17 05:33:12:0219, diag_itementered, id=27129, type=1
2014-11-17 05:33:12:0281, diag_itemexited, id=27129, type=1
2014-11-17 05:33:12:0687, diag_itementered, id=23853, type=1
2014-11-17 05:33:12:0733, diag_itemexited, id=23853, type=1
2014-11-17 05:33:13:0155, diag_itementered, id=23853, type=1
2014-11-17 05:33:13:0217, diag_itemexited, id=23853, type=1
2014-11-17 05:33:13:0326, diag_itementered, id=23853, type=1
2014-11-17 05:33:13:0404, diag_itemexited, id=23853, type=1
2014-11-17 05:33:14:0106, diag_itemexited, id=3, type=3
2014-11-17 05:33:14:0481, diag_itementered, id=65310, type=1
2014-11-17 05:33:14:0543, diag_itemexited, id=65310, type=1
2014-11-17 05:33:28:0367, diag_itementered, id=382, type=1
2014-11-17 05:33:28:0429, diag_itemexited, id=382, type=1
2014-11-17 05:33:28:0429, list_mouseentered, 15899
2014-11-17 05:33:28:0679, list_mouseexited
2014-11-17 05:33:28:0897, list_mouseentered, 64038
2014-11-17 05:33:29:0131, list_mouseexited
2014-11-17 05:35:05:0572, list_mouseentered, 3
