2014-03-18 03:46:29:0912, setup_loaddata
2014-03-18 03:46:30:0064, question_create, -1852613394
2014-03-18 03:46:30:0270, answer_create, 133
2014-03-18 03:46:30:0272, edge_create, Tuple[0,1,0.9666485664994565,4,0.0,1395128788989,1395128788989]
2014-03-18 03:46:30:0273, answer_create, 183
2014-03-18 03:46:30:0273, edge_create, Tuple[0,2,0.8850997179743371,4,0.0,1395128788989,1395128788989]
2014-03-18 03:46:30:0273, answer_create, 190
2014-03-18 03:46:30:0274, edge_create, Tuple[0,3,0.6626251229581571,4,0.0,1395128788989,1395128788989]
2014-03-18 03:46:30:0274, answer_create, 540
2014-03-18 03:46:30:0275, edge_create, Tuple[0,4,0.5563147321792716,4,0.0,1395128788989,1395128788989]
2014-03-18 03:46:30:0275, answer_create, 939
2014-03-18 03:46:30:0275, edge_create, Tuple[0,5,0.23246914108467653,4,0.0,1395128788989,1395128788989]
2014-03-18 03:46:30:0276, answer_create, 6726
2014-03-18 03:46:30:0276, edge_create, Tuple[0,6,0.31841915492218986,4,0.0,1395128788989,1395128788989]
2014-03-18 03:46:30:0277, answer_create, 21413
2014-03-18 03:46:30:0277, edge_create, Tuple[0,7,0.9139492714564631,4,0.0,1395128788989,1395128788989]
2014-03-18 03:46:30:0277, answer_create, 53547
2014-03-18 03:46:30:0278, edge_create, Tuple[0,8,0.14348076404720056,4,0.0,1395128788989,1395128788989]
2014-03-18 03:46:30:0278, answer_create, 74018
2014-03-18 03:46:30:0279, edge_create, Tuple[0,9,0.2444654490918401,4,0.0,1395128788989,1395128788989]
2014-03-18 03:46:30:0279, answer_create, 144768
2014-03-18 03:46:30:0280, edge_create, Tuple[0,10,0.1276121557312473,4,0.0,1395128788989,1395128788989]
2014-03-18 03:46:30:0280, answer_create, 155146
2014-03-18 03:46:30:0280, edge_create, Tuple[0,11,0.4934456891840616,4,0.0,1395128788989,1395128788989]
2014-03-18 03:46:30:0281, answer_create, 161058
2014-03-18 03:46:30:0281, edge_create, Tuple[0,12,0.19393584636939964,4,0.0,1395128788989,1395128788989]
2014-03-18 03:46:30:0281, answer_create, 208799
2014-03-18 03:46:30:0282, edge_create, Tuple[0,13,0.41417614617186327,4,0.0,1395128788989,1395128788989]
2014-03-18 03:46:30:0282, answer_create, 3455575
2014-03-18 03:46:30:0283, edge_create, Tuple[0,14,0.42853227854653797,4,0.0,1395128788989,1395128788989]
2014-03-18 03:46:30:0283, answer_create, 12791308
2014-03-18 03:46:30:0284, edge_create, Tuple[0,15,0.9883986101249115,4,0.0,1395128788989,1395128788989]
2014-03-18 03:46:30:0284, answer_create, 16483567
2014-03-18 03:46:30:0285, edge_create, Tuple[0,16,0.985440152634479,4,0.0,1395128788989,1395128788989]
2014-03-18 03:46:30:0287, question_create, -2016262694
2014-03-18 03:46:30:0288, edge_create, Tuple[0,17,0.7892312019777754,1,0.0,1395128788989,1395128788989]
2014-03-18 03:46:30:0289, question_create, -840631209
2014-03-18 03:46:30:0289, edge_create, Tuple[0,18,0.036099111747986634,1,0.0,1395128788989,1395128788989]
2014-03-18 03:46:30:0291, question_create, 1151740744
2014-03-18 03:46:30:0291, edge_create, Tuple[0,19,0.869869881108642,1,0.0,1395128788989,1395128788989]
2014-03-18 03:46:30:0293, question_create, 1282711416
2014-03-18 03:46:30:0293, edge_create, Tuple[0,20,0.4139235968083149,1,0.0,1395128788989,1395128788989]
2014-03-18 03:46:30:0294, question_create, 1664887075
2014-03-18 03:46:30:0295, edge_create, Tuple[0,21,0.3217327805732497,1,0.0,1395128788989,1395128788989]
2014-03-18 03:46:30:0296, question_create, 1771478947
2014-03-18 03:46:30:0297, edge_create, Tuple[0,22,0.1629105994397404,1,0.0,1395128788989,1395128788989]
