2014-03-17 07:06:04:0265, setup_loaddata
2014-03-17 07:06:04:0408, question_create, 336958440
2014-03-17 07:06:06:0163, answer_create, 133
2014-03-17 07:06:06:0165, edge_create, Tuple[0,1,0.6407422735988489,4,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0166, answer_create, 183
2014-03-17 07:06:06:0166, edge_create, Tuple[0,2,0.030189845124075743,4,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0167, answer_create, 190
2014-03-17 07:06:06:0167, edge_create, Tuple[0,3,0.7294863298318555,4,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0167, answer_create, 540
2014-03-17 07:06:06:0168, edge_create, Tuple[0,4,0.21734007599915484,4,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0168, answer_create, 939
2014-03-17 07:06:06:0169, edge_create, Tuple[0,5,0.1643931609267204,4,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0169, answer_create, 6726
2014-03-17 07:06:06:0170, edge_create, Tuple[0,6,0.7355808680383578,4,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0170, answer_create, 21413
2014-03-17 07:06:06:0171, edge_create, Tuple[0,7,0.21212159721530488,4,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0171, answer_create, 53547
2014-03-17 07:06:06:0171, edge_create, Tuple[0,8,3.0891813976363647E-4,4,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0172, answer_create, 74018
2014-03-17 07:06:06:0173, edge_create, Tuple[0,9,0.2546549548581378,4,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0173, answer_create, 144768
2014-03-17 07:06:06:0173, edge_create, Tuple[0,10,0.09245014071008673,4,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0174, answer_create, 155146
2014-03-17 07:06:06:0174, edge_create, Tuple[0,11,0.9307618368957639,4,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0175, answer_create, 161058
2014-03-17 07:06:06:0175, edge_create, Tuple[0,12,0.6163675853817886,4,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0175, answer_create, 208799
2014-03-17 07:06:06:0176, edge_create, Tuple[0,13,0.31025728478062,4,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0176, answer_create, 3455575
2014-03-17 07:06:06:0177, edge_create, Tuple[0,14,0.31503878444294164,4,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0177, answer_create, 12791308
2014-03-17 07:06:06:0178, edge_create, Tuple[0,15,0.2849580485473894,4,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0178, answer_create, 16483567
2014-03-17 07:06:06:0178, edge_create, Tuple[0,16,0.018525791650861434,4,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0181, question_create, -1574194753
2014-03-17 07:06:06:0181, edge_create, Tuple[0,17,0.7455306719848526,1,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0183, question_create, -1404950362
2014-03-17 07:06:06:0183, edge_create, Tuple[0,18,0.533222793568672,1,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0185, question_create, -556373788
2014-03-17 07:06:06:0185, edge_create, Tuple[0,19,0.9140787063222766,1,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0187, question_create, 1729230312
2014-03-17 07:06:06:0187, edge_create, Tuple[0,20,0.5402163493679321,1,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0188, question_create, 516329944
2014-03-17 07:06:06:0189, edge_create, Tuple[0,21,0.6594258764131661,1,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0190, question_create, 332817968
2014-03-17 07:06:06:0191, edge_create, Tuple[0,22,0.32902882488554497,1,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0192, question_create, -1555781035
2014-03-17 07:06:06:0192, edge_create, Tuple[0,23,0.9116430945677163,1,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0194, question_create, 1546319312
2014-03-17 07:06:06:0194, edge_create, Tuple[0,24,0.6982218976819055,1,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0196, question_create, -1955066452
2014-03-17 07:06:06:0196, edge_create, Tuple[0,25,0.3430970221411095,1,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0197, question_create, 1765912916
2014-03-17 07:06:06:0198, edge_create, Tuple[0,26,0.8439548493432408,1,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0198, question_create, -1461240563
2014-03-17 07:06:06:0199, edge_create, Tuple[0,27,0.058635822562887796,1,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0200, question_create, -1344968357
2014-03-17 07:06:06:0201, edge_create, Tuple[0,28,0.32599934567938815,1,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0202, question_create, -687712090
2014-03-17 07:06:06:0202, edge_create, Tuple[0,29,0.076495049527602,1,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0204, question_create, -1925382074
2014-03-17 07:06:06:0204, edge_create, Tuple[0,30,0.23080037677865317,1,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0205, question_create, 1223859239
2014-03-17 07:06:06:0206, edge_create, Tuple[0,31,0.8677769523292849,1,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0207, question_create, 439870552
2014-03-17 07:06:06:0207, edge_create, Tuple[0,32,0.9217457778222748,1,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0208, question_create, -1026692890
2014-03-17 07:06:06:0209, edge_create, Tuple[0,33,0.3674106803510112,1,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0209, question_create, 693358552
2014-03-17 07:06:06:0210, edge_create, Tuple[0,34,0.47799162750861446,1,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0211, question_create, 1395727504
2014-03-17 07:06:06:0211, edge_create, Tuple[0,35,0.8052649847851786,1,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0212, question_create, -1100923433
2014-03-17 07:06:06:0213, edge_create, Tuple[0,36,0.9744038613337752,1,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0214, question_create, 129299429
2014-03-17 07:06:06:0214, edge_create, Tuple[0,37,0.1366614931103356,1,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0215, question_create, -1041615770
2014-03-17 07:06:06:0215, edge_create, Tuple[0,38,0.2177041751544253,1,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0216, question_create, -308479854
2014-03-17 07:06:06:0217, edge_create, Tuple[0,39,0.2779013642202852,1,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0217, question_create, -144255607
2014-03-17 07:06:06:0218, edge_create, Tuple[0,40,0.9209165550552003,1,0.0,1395054363353,1395054363353]
2014-03-17 07:06:06:0258, setup_resizewin
2014-03-17 07:07:03:0353, list_mouseentered, 126
2014-03-17 07:07:03:0637, list_mouseexited
