2014-03-22 05:32:48:0392, setup_loaddata
2014-03-22 05:32:48:0564, question_create, 1512735057
2014-03-22 05:32:48:0782, answer_create, 133
2014-03-22 05:32:48:0782, edge_create, Tuple[0,1,0.9912475507415571,4,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0782, answer_create, 183
2014-03-22 05:32:48:0782, edge_create, Tuple[0,2,0.5018342795699886,4,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0782, answer_create, 190
2014-03-22 05:32:48:0782, edge_create, Tuple[0,3,0.15286770173647413,4,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0782, answer_create, 540
2014-03-22 05:32:48:0782, edge_create, Tuple[0,4,0.8386436454777049,4,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0782, answer_create, 939
2014-03-22 05:32:48:0782, edge_create, Tuple[0,5,0.7835919602387422,4,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0782, answer_create, 6726
2014-03-22 05:32:48:0782, edge_create, Tuple[0,6,0.2127113780260348,4,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0782, answer_create, 21413
2014-03-22 05:32:48:0782, edge_create, Tuple[0,7,0.06813895836549821,4,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0782, answer_create, 53547
2014-03-22 05:32:48:0782, edge_create, Tuple[0,8,0.32449662165126825,4,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0782, answer_create, 74018
2014-03-22 05:32:48:0782, edge_create, Tuple[0,9,0.03437590212506758,4,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0782, answer_create, 144768
2014-03-22 05:32:48:0782, edge_create, Tuple[0,10,0.8665719332259463,4,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0782, answer_create, 155146
2014-03-22 05:32:48:0782, edge_create, Tuple[0,11,0.2706495669488789,4,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0782, answer_create, 161058
2014-03-22 05:32:48:0782, edge_create, Tuple[0,12,0.8888712449067806,4,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0782, answer_create, 208799
2014-03-22 05:32:48:0782, edge_create, Tuple[0,13,0.47408204885248284,4,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0782, answer_create, 3455575
2014-03-22 05:32:48:0782, edge_create, Tuple[0,14,0.02797648805276587,4,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0782, answer_create, 12791308
2014-03-22 05:32:48:0782, edge_create, Tuple[0,15,0.7551716274759687,4,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0782, answer_create, 16483567
2014-03-22 05:32:48:0782, edge_create, Tuple[0,16,0.13391684370174306,4,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0798, question_create, -1506475651
2014-03-22 05:32:48:0798, edge_create, Tuple[0,17,0.4572669592999229,1,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0798, question_create, 2118857109
2014-03-22 05:32:48:0798, edge_create, Tuple[0,18,0.7456132953916507,1,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0798, question_create, -758232966
2014-03-22 05:32:48:0798, edge_create, Tuple[0,19,0.5568863441310506,1,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0798, question_create, 112171332
2014-03-22 05:32:48:0798, edge_create, Tuple[0,20,0.04269235964019236,1,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0798, question_create, -975097948
2014-03-22 05:32:48:0798, edge_create, Tuple[0,21,0.8260390199915297,1,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0798, question_create, -737605494
2014-03-22 05:32:48:0798, edge_create, Tuple[0,22,0.5542048982643929,1,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0798, question_create, 1331345332
2014-03-22 05:32:48:0798, edge_create, Tuple[0,23,0.34422610639994544,1,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0798, question_create, -1289716055
2014-03-22 05:32:48:0798, edge_create, Tuple[0,24,0.8459819708609019,1,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0798, question_create, 955585590
2014-03-22 05:32:48:0798, edge_create, Tuple[0,25,0.5466267913983004,1,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0813, question_create, 1642796875
2014-03-22 05:32:48:0813, edge_create, Tuple[0,26,0.051989041282301196,1,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0813, question_create, 758875229
2014-03-22 05:32:48:0813, edge_create, Tuple[0,27,0.5373307676677631,1,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0813, question_create, -478989542
2014-03-22 05:32:48:0813, edge_create, Tuple[0,28,0.24567932553452632,1,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0813, question_create, 221007019
2014-03-22 05:32:48:0813, edge_create, Tuple[0,29,0.9912365519012283,1,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0813, question_create, 714130615
2014-03-22 05:32:48:0813, edge_create, Tuple[0,30,0.4725727425101669,1,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0813, question_create, 925095449
2014-03-22 05:32:48:0813, edge_create, Tuple[0,31,0.5166342408983507,1,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0813, question_create, 442772974
2014-03-22 05:32:48:0813, edge_create, Tuple[0,32,0.9956988794073928,1,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0813, question_create, 612702430
2014-03-22 05:32:48:0813, edge_create, Tuple[0,33,0.026671773850293623,1,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0813, question_create, -1286269456
2014-03-22 05:32:48:0813, edge_create, Tuple[0,34,0.048832419568539676,1,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0813, question_create, 1923498748
2014-03-22 05:32:48:0813, edge_create, Tuple[0,35,0.12893671024919628,1,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0813, question_create, -799089767
2014-03-22 05:32:48:0813, edge_create, Tuple[0,36,0.5167815991861545,1,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0813, question_create, -34027850
2014-03-22 05:32:48:0813, edge_create, Tuple[0,37,0.21112178264181625,1,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0813, question_create, 1058189414
2014-03-22 05:32:48:0829, edge_create, Tuple[0,38,0.5074044601179871,1,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0829, question_create, -245850862
2014-03-22 05:32:48:0829, edge_create, Tuple[0,39,0.49690644413739504,1,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0829, question_create, 1894375477
2014-03-22 05:32:48:0829, edge_create, Tuple[0,40,0.7084373311676408,1,0.0,1395480767470,1395480767470]
2014-03-22 05:32:48:0891, setup_resizewin
2014-03-22 05:32:49:0858, diag_itementered, id=4922, type=1
2014-03-22 05:32:49:0921, diag_itemexited, id=4922, type=1
2014-03-22 05:32:49:0936, diag_itementered, id=5078, type=1
2014-03-22 05:32:49:0999, diag_itemexited, id=5078, type=1
2014-03-22 05:34:19:0231, list_mouseentered, 2968
2014-03-22 05:34:19:0309, list_mouseexited
