2014-03-30 07:15:42:0590, setup_loaddata
2014-03-30 07:16:41:0742, list_mouseentered, 123
2014-03-30 07:16:41:0976, list_mouseexited
2014-03-30 07:16:42:0787, diag_itementered, id=123, type=1
2014-03-30 07:16:43:0021, diag_itemexited, id=123, type=1
2014-03-30 07:16:43:0661, diag_itementered, id=2968, type=1
2014-03-30 07:16:44:0707, edge_create, Tuple[0,1,0.9735214881580696,4,0.0,1396221341714,1396221341714]
2014-03-30 07:16:44:0707, answer_create, 2969
2014-03-30 07:16:44:0707, edge_create, Tuple[1,2,0.5778142733184558,4,0.0,1396221341714,1396221341714]
2014-03-30 07:16:44:0707, answer_create, 2971
2014-03-30 07:16:44:0707, edge_create, Tuple[1,3,0.9051978097103113,4,0.0,1396221341714,1396221341714]
2014-03-30 07:16:44:0707, answer_create, 2977
2014-03-30 07:16:44:0707, edge_create, Tuple[1,4,0.8416687268974578,4,0.0,1396221341714,1396221341714]
2014-03-30 07:16:44:0707, answer_create, 2985
2014-03-30 07:16:44:0707, edge_create, Tuple[1,5,0.2853493890101986,4,0.0,1396221341714,1396221341714]
2014-03-30 07:16:44:0707, answer_create, 3539
2014-03-30 07:16:44:0707, edge_create, Tuple[1,6,0.6338214989718848,4,0.0,1396221341714,1396221341714]
2014-03-30 07:16:44:0707, answer_create, 3565
2014-03-30 07:16:44:0707, edge_create, Tuple[1,7,0.2035674760431827,4,0.0,1396221341714,1396221341714]
2014-03-30 07:16:44:0707, answer_create, 3616
2014-03-30 07:16:44:0707, edge_create, Tuple[1,8,0.8833598203043913,4,0.0,1396221341714,1396221341714]
2014-03-30 07:16:44:0707, answer_create, 36412
2014-03-30 07:16:44:0707, edge_create, Tuple[1,9,0.5950584734160366,4,0.0,1396221341714,1396221341714]
2014-03-30 07:16:44:0707, answer_create, 36531
2014-03-30 07:16:44:0707, edge_create, Tuple[1,10,0.4684407925475891,4,0.0,1396221341714,1396221341714]
2014-03-30 07:16:44:0707, answer_create, 36549
2014-03-30 07:16:44:0707, edge_create, Tuple[1,11,0.7411305865208047,4,0.0,1396221341714,1396221341714]
2014-03-30 07:16:44:0707, answer_create, 37054
2014-03-30 07:16:44:0707, edge_create, Tuple[1,12,0.6987120851584496,4,0.0,1396221341714,1396221341714]
2014-03-30 07:16:44:0707, answer_create, 73662
2014-03-30 07:16:44:0707, edge_create, Tuple[1,13,0.9031253146250473,4,0.0,1396221341714,1396221341714]
2014-03-30 07:16:44:0723, answer_create, 3531547
2014-03-30 07:16:44:0723, edge_create, Tuple[1,14,0.897036318285877,4,0.0,1396221341714,1396221341714]
2014-03-30 07:16:44:0723, answer_create, 13539884
2014-03-30 07:16:44:0723, edge_create, Tuple[1,15,0.818764544396421,4,0.0,1396221341714,1396221341714]
2014-03-30 07:16:44:0723, edge_create, Tuple[0,16,0.287610255422743,1,0.0,1396221341714,1396221341714]
2014-03-30 07:16:44:0723, edge_create, Tuple[16,17,0.4599471803569768,1,0.0,1396221341714,1396221341714]
2014-03-30 07:16:44:0723, edge_create, Tuple[16,18,0.11551581621723095,1,0.0,1396221341714,1396221341714]
2014-03-30 07:16:44:0723, edge_create, Tuple[16,19,0.77471720341377,1,0.0,1396221341714,1396221341714]
2014-03-30 07:16:44:0723, edge_create, Tuple[16,20,0.5526107291870277,1,0.0,1396221341714,1396221341714]
2014-03-30 07:16:44:0723, edge_create, Tuple[16,21,0.7433228836479846,1,0.0,1396221341714,1396221341714]
2014-03-30 07:16:44:0723, edge_create, Tuple[16,22,0.12415989417654083,1,0.0,1396221341714,1396221341714]
2014-03-30 07:16:44:0723, edge_create, Tuple[16,23,0.42699853146383826,1,0.0,1396221341714,1396221341714]
2014-03-30 07:16:44:0723, edge_create, Tuple[16,24,0.7105432894466877,1,0.0,1396221341714,1396221341714]
2014-03-30 07:16:44:0723, edge_create, Tuple[0,25,0.3144631276477542,2,1.0,1396221341714,1396221341714]
2014-03-30 07:16:44:0723, pattern_create, 1530091185
2014-03-30 07:16:44:0723, edge_create, Tuple[25,26,0.43269829842035934,2,1.0,1396221341714,1396221341714]
2014-03-30 07:16:44:0754, diag_itemclicked, id=2968, type=1
2014-03-30 07:16:45:0519, diag_itemexited, id=2968, type=1
