2014-02-02 05:15:02:0417, setup_loaddata
2014-02-02 05:15:02:0780, setup_resizewin
2014-02-02 05:15:52:0969, setup_loaddata
2014-02-02 05:15:53:0312, setup_resizewin
2014-02-02 05:15:58:0935, setup_resizewin
2014-02-02 05:16:00:0291, diag_itementered, id=64454, type=1
2014-02-02 05:16:00:0331, diag_itemexited, id=64454, type=1
2014-02-02 05:16:00:0564, diag_itementered, id=45086, type=1
2014-02-02 05:16:00:0632, diag_itemexited, id=45086, type=1
2014-02-02 05:16:00:0989, diag_itementered, id=34669, type=1
2014-02-02 05:16:01:0057, diag_itemexited, id=34669, type=1
2014-02-02 05:16:01:0059, diag_itementered, id=48088, type=1
2014-02-02 05:16:02:0286, diag_itemclicked, id=48088, type=1
2014-02-02 05:16:02:0333, diag_itemexited, id=48088, type=1
2014-02-02 05:16:12:0125, diag_itementered, id=19893, type=1
2014-02-02 05:16:12:0177, diag_itemexited, id=19893, type=1
2014-02-02 05:16:12:0749, diag_itementered, id=15899, type=1
2014-02-02 05:16:12:0813, diag_itemexited, id=15899, type=1
2014-02-02 05:16:13:0017, diag_itementered, id=24866, type=1
2014-02-02 05:16:13:0085, diag_itemexited, id=24866, type=1
2014-02-02 05:16:13:0655, diag_itementered, id=24866, type=1
2014-02-02 05:16:14:0467, diag_itemclicked, id=24866, type=1
2014-02-02 05:16:15:0318, diag_itemexited, id=24866, type=1
2014-02-02 05:16:19:0259, diag_itementered, id=7681, type=1
2014-02-02 05:16:19:0355, diag_itemexited, id=7681, type=1
2014-02-02 05:16:19:0558, diag_itementered, id=50398, type=1
2014-02-02 05:16:19:0624, diag_itemexited, id=50398, type=1
2014-02-02 05:16:19:0863, diag_itementered, id=65058, type=1
2014-02-02 05:16:21:0776, diag_itemdragged, id=65058, type=1
2014-02-02 05:16:21:0871, diag_itemdragged, id=65058, type=1
2014-02-02 05:16:21:0905, diag_itemdragged, id=65058, type=1
2014-02-02 05:16:21:0935, diag_itemdragged, id=65058, type=1
2014-02-02 05:16:21:0965, diag_itemdragged, id=65058, type=1
2014-02-02 05:16:21:0994, diag_itemdragged, id=65058, type=1
2014-02-02 05:16:22:0024, diag_itemdragged, id=65058, type=1
2014-02-02 05:16:22:0053, diag_itemdragged, id=65058, type=1
2014-02-02 05:16:22:0083, diag_itemdragged, id=65058, type=1
2014-02-02 05:16:22:0112, diag_itemdragged, id=65058, type=1
2014-02-02 05:16:22:0979, diag_itemexited, id=65058, type=1
2014-02-02 05:16:23:0231, diag_itementered, id=65058, type=1
2014-02-02 05:16:23:0255, diag_itemexited, id=65058, type=1
2014-02-02 05:16:23:0335, diag_itementered, id=65058, type=1
2014-02-02 05:16:23:0593, diag_itemexited, id=65058, type=1
2014-02-02 05:16:25:0327, diag_itementered, id=65058, type=1
2014-02-02 05:16:25:0397, diag_itemexited, id=65058, type=1
2014-02-02 05:16:26:0240, diag_itementered, id=65058, type=1
2014-02-02 05:16:27:0217, diag_itemdragged, id=65058, type=1
2014-02-02 05:16:27:0253, diag_itemdragged, id=65058, type=1
2014-02-02 05:16:27:0285, diag_itemdragged, id=65058, type=1
2014-02-02 05:16:27:0315, diag_itemdragged, id=65058, type=1
2014-02-02 05:16:27:0346, diag_itemdragged, id=65058, type=1
2014-02-02 05:16:27:0377, diag_itemdragged, id=65058, type=1
2014-02-02 05:16:27:0407, diag_itemdragged, id=65058, type=1
2014-02-02 05:16:27:0437, diag_itemdragged, id=65058, type=1
2014-02-02 05:16:27:0468, diag_itemdragged, id=65058, type=1
2014-02-02 05:16:27:0498, diag_itemdragged, id=65058, type=1
2014-02-02 05:16:27:0528, diag_itemdragged, id=65058, type=1
2014-02-02 05:16:27:0561, diag_itemdragged, id=65058, type=1
2014-02-02 05:16:27:0591, diag_itemdragged, id=65058, type=1
2014-02-02 05:16:27:0620, diag_itemdragged, id=65058, type=1
2014-02-02 05:16:27:0650, diag_itemdragged, id=65058, type=1
2014-02-02 05:16:27:0681, diag_itemdragged, id=65058, type=1
