2014-11-17 07:04:08:0932, setup_loaddata
2014-11-17 07:04:12:0601, list_mouseentered, 1
2014-11-17 07:04:12:0651, list_mouseexited
2014-11-17 07:04:14:0428, diag_itemexited, id=161, type=4
2014-11-17 07:04:15:0477, diag_itemexited, id=133, type=4
2014-11-17 07:04:16:0194, diag_itemexited, id=128, type=4
2014-11-17 07:04:18:0319, diag_itemexited, id=128, type=4
2014-11-17 07:04:23:0143, diag_itemexited, id=8, type=4
2014-11-17 07:04:23:0361, list_mouseentered, 3
2014-11-17 07:04:24:0362, list_mouseexited
2014-11-17 07:04:42:0825, list_mouseentered, 3049
2014-11-17 07:04:42:0887, list_mouseexited
2014-11-17 07:04:43:0090, list_mouseentered, 24723
2014-11-17 07:04:43:0152, list_mouseexited
2014-11-17 07:04:43:0496, list_mouseentered, 3
2014-11-17 07:04:43:0496, list_mouseexited
2014-11-17 07:04:44:0415, diag_itemexited, id=100, type=4
2014-11-17 07:04:45:0875, diag_itemexited, id=14, type=4
2014-11-17 07:04:45:0953, diag_itementered, id=23402, type=1
2014-11-17 07:04:46:0077, diag_itemexited, id=23402, type=1
2014-11-17 07:04:46:0452, diag_itemexited, id=42, type=4
2014-11-17 07:04:46:0452, diag_itementered, id=25192, type=1
2014-11-17 07:04:46:0779, diag_itemexited, id=25192, type=1
2014-11-17 07:04:47:0060, diag_itemexited, id=42, type=4
2014-11-17 07:04:48:0375, diag_itemexited, id=42, type=4
2014-11-17 07:04:51:0220, diag_itemexited, id=48, type=4
2014-11-17 07:04:52:0773, diag_itemexited, id=19, type=4
2014-11-17 07:04:52:0788, diag_itementered, id=65475, type=1
2014-11-17 07:04:52:0882, diag_itemexited, id=65475, type=1
2014-11-17 07:04:53:0716, diag_itemexited, id=44, type=4
2014-11-17 07:04:53:0794, diag_itemexited, id=139, type=4
2014-11-17 07:04:55:0104, diag_itemexited, id=49, type=4
2014-11-17 07:04:55:0104, diag_itementered, id=24551, type=1
2014-11-17 07:04:55:0166, diag_itemexited, id=24551, type=1
2014-11-17 07:04:55:0213, diag_itementered, id=40480, type=1
2014-11-17 07:04:55:0307, diag_itemexited, id=40480, type=1
2014-11-17 07:04:55:0307, diag_itementered, id=34571, type=1
2014-11-17 07:04:55:0400, diag_itemexited, id=34571, type=1
2014-11-17 07:04:55:0541, diag_itemexited, id=104, type=4
2014-11-17 07:04:55:0619, diag_itemexited, id=49, type=4
2014-11-17 07:04:59:0481, diag_itemexited, id=19, type=4
2014-11-17 07:04:59:0559, diag_itemexited, id=110, type=4
2014-11-17 07:04:59:0621, diag_itemexited, id=3, type=4
2014-11-17 07:04:59:0732, list_mouseentered, 46496
2014-11-17 07:04:59:0794, list_mouseexited
2014-11-17 07:07:19:0312, list_mouseentered, 46496
2014-11-17 07:07:19:0687, list_mouseexited
2014-11-17 07:07:21:0437, diag_itemexited, id=100, type=4
2014-11-17 07:07:21:0531, diag_itemexited, id=91, type=4
2014-11-17 07:07:24:0797, diag_itemexited, id=44, type=4
2014-11-17 07:07:24:0844, diag_itementered, id=51390, type=1
2014-11-17 07:07:24:0969, diag_itemexited, id=51390, type=1
2014-11-17 07:07:25:0593, diag_itemexited, id=4, type=4
2014-11-17 07:07:29:0859, diag_itemexited, id=44, type=4
