2014-03-20 11:16:25:0953, setup_loaddata
2014-03-20 11:16:26:0118, question_create, 621940309
2014-03-20 11:16:26:0340, answer_create, 133
2014-03-20 11:16:26:0343, edge_create, Tuple[0,1,0.6533100649914916,4,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0343, answer_create, 183
2014-03-20 11:16:26:0344, edge_create, Tuple[0,2,0.5209096237477018,4,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0344, answer_create, 190
2014-03-20 11:16:26:0345, edge_create, Tuple[0,3,0.07642003170095857,4,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0346, answer_create, 540
2014-03-20 11:16:26:0346, edge_create, Tuple[0,4,0.34322304886995136,4,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0347, answer_create, 939
2014-03-20 11:16:26:0347, edge_create, Tuple[0,5,0.37450330514682995,4,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0348, answer_create, 6726
2014-03-20 11:16:26:0348, edge_create, Tuple[0,6,0.25603706124531844,4,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0349, answer_create, 21413
2014-03-20 11:16:26:0349, edge_create, Tuple[0,7,0.7463489982951207,4,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0350, answer_create, 53547
2014-03-20 11:16:26:0350, edge_create, Tuple[0,8,0.7744178233469894,4,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0351, answer_create, 74018
2014-03-20 11:16:26:0352, edge_create, Tuple[0,9,0.508658573523216,4,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0352, answer_create, 144768
2014-03-20 11:16:26:0353, edge_create, Tuple[0,10,0.11116857540111802,4,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0353, answer_create, 155146
2014-03-20 11:16:26:0354, edge_create, Tuple[0,11,0.8218006912815816,4,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0354, answer_create, 161058
2014-03-20 11:16:26:0355, edge_create, Tuple[0,12,0.6005164185917451,4,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0355, answer_create, 208799
2014-03-20 11:16:26:0356, edge_create, Tuple[0,13,0.9616064874306675,4,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0356, answer_create, 3455575
2014-03-20 11:16:26:0357, edge_create, Tuple[0,14,0.4136144886847174,4,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0357, answer_create, 12791308
2014-03-20 11:16:26:0358, edge_create, Tuple[0,15,0.12299609047549509,4,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0359, answer_create, 16483567
2014-03-20 11:16:26:0359, edge_create, Tuple[0,16,0.19751846318743138,4,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0362, question_create, -164506685
2014-03-20 11:16:26:0364, edge_create, Tuple[0,17,3.6266786057548295E-4,1,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0366, question_create, 797998029
2014-03-20 11:16:26:0367, edge_create, Tuple[0,18,0.30501329564292623,1,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0368, question_create, 1539517204
2014-03-20 11:16:26:0369, edge_create, Tuple[0,19,0.0409604162253675,1,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0371, question_create, -766844473
2014-03-20 11:16:26:0372, edge_create, Tuple[0,20,0.8152318798360391,1,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0374, question_create, -1954507373
2014-03-20 11:16:26:0375, edge_create, Tuple[0,21,0.03257217711777294,1,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0376, question_create, -1647577190
2014-03-20 11:16:26:0377, edge_create, Tuple[0,22,6.229235429686675E-4,1,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0378, question_create, -572380810
2014-03-20 11:16:26:0379, edge_create, Tuple[0,23,0.5626457472200275,1,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0381, question_create, 1585013981
2014-03-20 11:16:26:0382, edge_create, Tuple[0,24,0.8774312747308224,1,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0383, question_create, -1564418089
2014-03-20 11:16:26:0384, edge_create, Tuple[0,25,0.7040603861774658,1,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0385, question_create, -1229344705
2014-03-20 11:16:26:0385, edge_create, Tuple[0,26,0.5013424113476325,1,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0386, question_create, 1707958759
2014-03-20 11:16:26:0387, edge_create, Tuple[0,27,0.720928622465607,1,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0388, question_create, -172262301
2014-03-20 11:16:26:0388, edge_create, Tuple[0,28,0.11140118116556708,1,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0389, question_create, -351067351
2014-03-20 11:16:26:0390, edge_create, Tuple[0,29,0.8874105156372357,1,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0391, question_create, -1378772618
2014-03-20 11:16:26:0391, edge_create, Tuple[0,30,0.6888066837799547,1,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0392, question_create, 20043983
2014-03-20 11:16:26:0393, edge_create, Tuple[0,31,0.023154096171720484,1,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0393, question_create, 118387702
2014-03-20 11:16:26:0394, edge_create, Tuple[0,32,0.7165183776744772,1,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0395, question_create, 20526584
2014-03-20 11:16:26:0395, edge_create, Tuple[0,33,0.16520231189019752,1,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0396, question_create, 1565529543
2014-03-20 11:16:26:0397, edge_create, Tuple[0,34,0.7510820552553004,1,0.0,1395371784981,1395371784981]
2014-03-20 11:16:26:0397, question_create, -906617744
