2014-03-15 11:43:55:0353, setup_loaddata
2014-03-15 11:43:55:0510, question_create, 100156602
2014-03-15 11:43:55:0716, answer_create, 11092
2014-03-15 11:43:55:0718, edge_create, Tuple[0,1,0.09854447797190347,4,0.0,1394941434381,1394941434381]
2014-03-15 11:43:55:0718, answer_create, 11098
2014-03-15 11:43:55:0719, edge_create, Tuple[0,2,0.9549837010272383,4,0.0,1394941434381,1394941434381]
2014-03-15 11:43:55:0719, answer_create, 11101
2014-03-15 11:43:55:0720, edge_create, Tuple[0,3,0.6472977011175857,4,0.0,1394941434381,1394941434381]
2014-03-15 11:43:55:0720, answer_create, 15657
2014-03-15 11:43:55:0720, edge_create, Tuple[0,4,0.9543007525308467,4,0.0,1394941434381,1394941434381]
2014-03-15 11:43:55:0721, answer_create, 15874
2014-03-15 11:43:55:0721, edge_create, Tuple[0,5,0.1461513153982852,4,0.0,1394941434381,1394941434381]
2014-03-15 11:43:55:0722, answer_create, 19186
2014-03-15 11:43:55:0722, edge_create, Tuple[0,6,0.8548416216959148,4,0.0,1394941434381,1394941434381]
2014-03-15 11:43:55:0723, answer_create, 5047679
2014-03-15 11:43:55:0723, edge_create, Tuple[0,7,0.5149792818064375,4,0.0,1394941434381,1394941434381]
2014-03-15 11:43:55:0725, question_create, -424592494
2014-03-15 11:43:55:0766, setup_resizewin
2014-03-15 11:43:56:0857, diag_itementered, id=4080, type=1
2014-03-15 11:43:56:0919, diag_itemexited, id=4080, type=1
2014-03-15 11:43:56:0981, diag_itementered, id=9913, type=1
2014-03-15 11:43:57:0029, diag_itemexited, id=9913, type=1
2014-03-15 11:44:06:0820, list_mouseentered, 8219
2014-03-15 11:44:07:0063, list_mouseexited
