2014-04-03 06:19:04:0114, setup_loaddata
2014-04-03 06:19:05:0053, list_mouseentered, 123
2014-04-03 06:19:06:0023, list_mouseexited
2014-04-03 06:19:06:0323, list_mouseentered, 4242
2014-04-03 06:19:09:0115, edge_create, Tuple[0,1,0.49049644601380327,1,0.0,1396520343627,1396520343627]
2014-04-03 06:19:09:0117, edge_create, Tuple[1,2,0.8749421751470672,1,0.0,1396520343627,1396520343627]
2014-04-03 06:19:09:0119, edge_create, Tuple[1,3,0.17854354704102304,1,0.0,1396520343627,1396520343627]
2014-04-03 06:19:09:0121, edge_create, Tuple[0,4,0.6330784297357381,2,1.0,1396520343627,1396520343627]
2014-04-03 06:19:09:0122, pattern_create, 1324780082
2014-04-03 06:19:09:0123, edge_create, Tuple[4,5,0.5522718718311875,2,1.0,1396520343627,1396520343627]
2014-04-03 06:19:09:0125, pattern_create, 2084780525
2014-04-03 06:19:09:0125, edge_create, Tuple[4,6,0.5775051467002931,2,1.0,1396520343627,1396520343627]
2014-04-03 06:19:09:0168, pattern_open, 2109443059
2014-04-03 06:19:09:0228, list_mouseexited
