2014-11-17 06:12:17:0539, setup_loaddata
2014-11-17 06:12:31:0005, diag_itemexited, id=47, type=3
2014-11-17 06:12:31:0052, diag_itemexited, id=105, type=3
2014-11-17 06:12:31:0145, diag_itemexited, id=110, type=3
2014-11-17 06:12:31:0208, diag_itemexited, id=87, type=3
2014-11-17 06:12:31:0301, diag_itemexited, id=48, type=3
2014-11-17 06:12:38:0187, diag_itemexited, id=48, type=3
2014-11-17 06:12:38:0202, diag_itementered, id=3, type=0
2014-11-17 06:12:38:0265, diag_itemexited, id=3, type=0
2014-11-17 06:12:38:0374, diag_itemexited, id=8, type=3
2014-11-17 06:12:38:0702, diag_itemexited, id=3, type=3
2014-11-17 06:12:42:0230, diag_itemexited, id=133, type=3
2014-11-17 06:12:42:0324, diag_itementered, id=44005, type=1
2014-11-17 06:12:44:0012, diag_itemexited, id=44005, type=1
2014-11-17 06:12:44:0090, diag_itemexited, id=161, type=3
2014-11-17 06:12:46:0275, diag_itemexited, id=133, type=3
2014-11-17 06:12:46:0275, diag_itementered, id=44005, type=1
2014-11-17 06:12:49:0020, diag_itemexited, id=44005, type=1
2014-11-17 06:12:49:0114, diag_itemexited, id=161, type=3
2014-11-17 06:12:49:0488, diag_itemexited, id=133, type=3
2014-11-17 06:12:49:0488, diag_itementered, id=12877, type=1
2014-11-17 06:12:51:0313, diag_itemexited, id=12877, type=1
2014-11-17 06:12:51:0424, diag_itemexited, id=134, type=3
2014-11-17 06:12:52:0406, diag_itemexited, id=133, type=3
2014-11-17 06:12:52:0406, diag_itementered, id=44005, type=1
2014-11-17 06:12:53:0748, diag_itemexited, id=44005, type=1
2014-11-17 06:12:53:0826, diag_itemexited, id=161, type=3
2014-11-17 06:12:54:0278, diag_itemexited, id=133, type=3
2014-11-17 06:12:54:0278, diag_itementered, id=12877, type=1
2014-11-17 06:12:55:0933, diag_itemexited, id=12877, type=1
2014-11-17 06:12:55:0995, diag_itemexited, id=134, type=3
2014-11-17 06:12:56:0604, diag_itemexited, id=133, type=3
2014-11-17 06:12:56:0604, diag_itementered, id=44005, type=1
2014-11-17 06:12:57:0680, diag_itemexited, id=44005, type=1
2014-11-17 06:12:57:0789, diag_itemexited, id=161, type=3
2014-11-17 06:12:58:0663, diag_itemexited, id=3, type=3
2014-11-17 06:12:58:0663, diag_itementered, id=12877, type=1
2014-11-17 06:12:59:0958, diag_itemexited, id=12877, type=1
2014-11-17 06:13:00:0036, diag_itemexited, id=134, type=3
2014-11-17 06:13:00:0208, list_mouseentered, 12877
2014-11-17 06:13:00:0475, list_mouseexited
2014-11-17 06:13:24:0176, diag_itemexited, id=161, type=3
2014-11-17 06:13:24:0332, diag_itemexited, id=8, type=3
2014-11-17 06:13:24:0395, diag_itementered, id=57484, type=1
2014-11-17 06:13:24:0426, diag_itemexited, id=57484, type=1
2014-11-17 06:13:24:0504, diag_itemexited, id=8, type=3
2014-11-17 06:13:25:0611, diag_itemdragged, id=39, type=3
2014-11-17 06:13:25:0658, diag_itemdragged, id=39, type=3
2014-11-17 06:13:25:0689, diag_itemdragged, id=39, type=3
2014-11-17 06:13:25:0721, diag_itemdragged, id=39, type=3
2014-11-17 06:13:25:0736, diag_itemdragged, id=39, type=3
2014-11-17 06:13:25:0767, diag_itemdragged, id=39, type=3
2014-11-17 06:13:25:0783, diag_itemdragged, id=39, type=3
2014-11-17 06:13:25:0814, diag_itemdragged, id=39, type=3
2014-11-17 06:13:25:0845, diag_itemdragged, id=39, type=3
2014-11-17 06:13:25:0861, diag_itemdragged, id=39, type=3
2014-11-17 06:13:25:0892, diag_itemdragged, id=39, type=3
2014-11-17 06:13:25:0923, diag_itemdragged, id=39, type=3
2014-11-17 06:13:25:0939, diag_itemdragged, id=39, type=3
2014-11-17 06:13:25:0970, diag_itemdragged, id=39, type=3
2014-11-17 06:13:25:0986, diag_itemdragged, id=39, type=3
2014-11-17 06:13:26:0017, diag_itemdragged, id=39, type=3
2014-11-17 06:13:26:0017, diag_itemdragged, id=39, type=3
2014-11-17 06:13:26:0048, diag_itemdragged, id=39, type=3
2014-11-17 06:13:26:0064, diag_itemdragged, id=39, type=3
2014-11-17 06:13:26:0095, diag_itemdragged, id=39, type=3
2014-11-17 06:13:26:0126, diag_itemdragged, id=39, type=3
2014-11-17 06:13:26:0142, diag_itemdragged, id=39, type=3
2014-11-17 06:13:26:0173, diag_itemdragged, id=39, type=3
2014-11-17 06:13:26:0173, diag_itemdragged, id=39, type=3
2014-11-17 06:13:26:0189, diag_itemdragged, id=39, type=3
2014-11-17 06:13:26:0220, diag_itemdragged, id=39, type=3
2014-11-17 06:13:26:0251, diag_itemdragged, id=39, type=3
