2014-11-17 06:54:58:0387, setup_loaddata
2014-11-17 06:55:06:0987, diag_itemexited, id=86, type=4
2014-11-17 06:55:07:0034, diag_itementered, id=35186, type=1
2014-11-17 06:55:07:0081, diag_itemexited, id=35186, type=1
2014-11-17 06:55:07:0206, diag_itemexited, id=147, type=4
2014-11-17 06:55:07:0331, diag_itemexited, id=107, type=4
2014-11-17 06:55:11:0778, diag_itemexited, id=107, type=4
2014-11-17 06:55:13:0369, diag_itemexited, id=49, type=4
2014-11-17 06:55:13:0447, diag_itementered, id=42102, type=1
2014-11-17 06:55:13:0509, diag_itemexited, id=42102, type=1
2014-11-17 06:55:14:0415, diag_itemexited, id=49, type=4
2014-11-17 06:55:15:0928, diag_itemexited, id=102, type=4
2014-11-17 06:55:15:0928, diag_itementered, id=42102, type=1
2014-11-17 06:55:15:0991, diag_itemexited, id=42102, type=1
2014-11-17 06:55:16:0069, diag_itemexited, id=102, type=4
2014-11-17 06:55:16:0646, diag_itemexited, id=19, type=4
2014-11-17 06:55:17:0129, diag_itemexited, id=73, type=4
2014-11-17 06:55:17:0192, diag_itemexited, id=3, type=4
2014-11-17 06:55:17:0301, diag_itemexited, id=110, type=4
2014-11-17 06:55:17:0878, diag_itemexited, id=3, type=4
2014-11-17 06:55:18:0034, list_mouseentered, 65310
2014-11-17 06:55:18:0409, list_mouseexited
2014-11-17 06:55:21:0500, list_mouseentered, 40663
2014-11-17 06:55:21:0641, list_mouseexited
2014-11-17 06:55:22:0265, list_mouseentered, 40663
2014-11-17 06:55:32:0884, list_mouseexited
2014-11-17 06:55:34:0272, list_mouseentered, 24723
2014-11-17 06:55:34:0412, list_mouseexited
2014-11-17 06:55:34:0490, diag_itemexited, id=155, type=4
2014-11-17 06:55:34:0662, diag_itemexited, id=91, type=4
2014-11-17 06:55:34:0709, diag_itemexited, id=156, type=4
2014-11-17 06:55:34:0880, diag_itemexited, id=94, type=4
2014-11-17 06:55:34:0943, diag_itemexited, id=125, type=4
2014-11-17 06:55:37:0377, diag_itemexited, id=48, type=4
2014-11-17 06:55:37:0487, diag_itemexited, id=153, type=4
2014-11-17 06:55:37:0611, diag_itemexited, id=19, type=4
2014-11-17 06:55:38:0719, diag_itemexited, id=85, type=4
2014-11-17 06:55:39:0827, diag_itemexited, id=53, type=4
2014-11-17 06:55:46:0645, diag_itemexited, id=43, type=4
2014-11-17 06:55:46:0707, diag_itementered, id=50532, type=1
2014-11-17 06:55:46:0738, diag_itemexited, id=50532, type=1
2014-11-17 06:55:46:0848, diag_itemexited, id=49, type=4
