2014-03-16 10:48:13:0216, setup_loaddata
2014-03-16 10:48:13:0946, question_create, 695950793
2014-03-16 10:48:14:0320, answer_create, 133
2014-03-16 10:48:14:0322, edge_create, Tuple[0,1,0.22456603985170986,4,0.0,1395024492260,1395024492260]
2014-03-16 10:48:14:0323, answer_create, 183
2014-03-16 10:48:14:0323, edge_create, Tuple[0,2,0.7679232647073451,4,0.0,1395024492260,1395024492260]
2014-03-16 10:48:14:0324, answer_create, 190
2014-03-16 10:48:14:0324, edge_create, Tuple[0,3,0.1747446486721257,4,0.0,1395024492260,1395024492260]
2014-03-16 10:48:14:0325, answer_create, 540
2014-03-16 10:48:14:0325, edge_create, Tuple[0,4,0.12692388712781577,4,0.0,1395024492260,1395024492260]
2014-03-16 10:48:14:0325, answer_create, 939
2014-03-16 10:48:14:0326, edge_create, Tuple[0,5,0.21939644210919296,4,0.0,1395024492260,1395024492260]
2014-03-16 10:48:14:0326, answer_create, 6726
2014-03-16 10:48:14:0327, edge_create, Tuple[0,6,0.1949841635188987,4,0.0,1395024492260,1395024492260]
2014-03-16 10:48:14:0327, answer_create, 21413
2014-03-16 10:48:14:0328, edge_create, Tuple[0,7,0.6861697966128967,4,0.0,1395024492260,1395024492260]
2014-03-16 10:48:14:0328, answer_create, 53547
2014-03-16 10:48:14:0329, edge_create, Tuple[0,8,0.022560147770156247,4,0.0,1395024492260,1395024492260]
2014-03-16 10:48:14:0329, answer_create, 74018
2014-03-16 10:48:14:0330, edge_create, Tuple[0,9,0.050787215708307465,4,0.0,1395024492260,1395024492260]
2014-03-16 10:48:14:0330, answer_create, 144768
2014-03-16 10:48:14:0331, edge_create, Tuple[0,10,0.8790672711507109,4,0.0,1395024492260,1395024492260]
2014-03-16 10:48:14:0331, answer_create, 155146
2014-03-16 10:48:14:0331, edge_create, Tuple[0,11,0.15438392759972408,4,0.0,1395024492260,1395024492260]
2014-03-16 10:48:14:0332, answer_create, 161058
2014-03-16 10:48:14:0332, edge_create, Tuple[0,12,0.11469558403311719,4,0.0,1395024492260,1395024492260]
2014-03-16 10:48:14:0333, answer_create, 208799
2014-03-16 10:48:14:0333, edge_create, Tuple[0,13,0.6424961328298001,4,0.0,1395024492260,1395024492260]
2014-03-16 10:48:14:0334, answer_create, 3455575
2014-03-16 10:48:14:0334, edge_create, Tuple[0,14,0.6868469625798036,4,0.0,1395024492260,1395024492260]
2014-03-16 10:48:14:0334, answer_create, 12791308
2014-03-16 10:48:14:0335, edge_create, Tuple[0,15,0.3398568099751842,4,0.0,1395024492260,1395024492260]
2014-03-16 10:48:14:0335, answer_create, 16483567
2014-03-16 10:48:14:0336, edge_create, Tuple[0,16,0.0830543168038328,4,0.0,1395024492260,1395024492260]
2014-03-16 10:48:14:0339, question_create, 1318503966
2014-03-16 10:48:14:0339, edge_create, Tuple[0,17,0.269570651531707,1,0.0,1395024492260,1395024492260]
2014-03-16 10:48:14:0341, question_create, -497141830
2014-03-16 10:48:14:0341, edge_create, Tuple[0,18,0.3267960394471605,1,0.0,1395024492260,1395024492260]
2014-03-16 10:48:14:0343, question_create, 502761293
2014-03-16 10:48:14:0343, edge_create, Tuple[0,19,0.825138343901033,1,0.0,1395024492260,1395024492260]
2014-03-16 10:48:14:0345, question_create, -437998141
2014-03-16 10:48:14:0345, edge_create, Tuple[0,20,0.7416932858194006,1,0.0,1395024492260,1395024492260]
2014-03-16 10:48:14:0346, question_create, 226607739
2014-03-16 10:48:14:0347, edge_create, Tuple[0,21,0.601542849410787,1,0.0,1395024492260,1395024492260]
2014-03-16 10:48:14:0348, question_create, -1703655485
2014-03-16 10:48:14:0349, edge_create, Tuple[0,22,0.3098279040313636,1,0.0,1395024492260,1395024492260]
2014-03-16 10:48:14:0349, question_create, 1873817696
2014-03-16 10:48:14:0350, edge_create, Tuple[0,23,0.023807259777077983,1,0.0,1395024492260,1395024492260]
