2014-03-23 08:28:51:0370, setup_loaddata
2014-03-23 08:28:51:0744, edge_create, Tuple[0,1,0.6061471564242766,4,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0744, answer_create, 133
2014-03-23 08:28:51:0744, edge_create, Tuple[1,2,0.6497060797883822,4,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0744, answer_create, 183
2014-03-23 08:28:51:0744, edge_create, Tuple[1,3,0.15958818665100605,4,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0744, answer_create, 190
2014-03-23 08:28:51:0744, edge_create, Tuple[1,4,0.6272910645750437,4,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0744, answer_create, 540
2014-03-23 08:28:51:0744, edge_create, Tuple[1,5,0.2875917029023076,4,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0744, answer_create, 939
2014-03-23 08:28:51:0744, edge_create, Tuple[1,6,0.22141650673663293,4,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0744, answer_create, 6726
2014-03-23 08:28:51:0744, edge_create, Tuple[1,7,0.5566066280871218,4,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0744, answer_create, 21413
2014-03-23 08:28:51:0744, edge_create, Tuple[1,8,0.23143980539177877,4,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0744, answer_create, 53547
2014-03-23 08:28:51:0744, edge_create, Tuple[1,9,0.7498711919051679,4,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0744, answer_create, 74018
2014-03-23 08:28:51:0744, edge_create, Tuple[1,10,0.406089301976011,4,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0744, answer_create, 144768
2014-03-23 08:28:51:0744, edge_create, Tuple[1,11,0.5346817973214445,4,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0744, answer_create, 155146
2014-03-23 08:28:51:0744, edge_create, Tuple[1,12,0.2912924286503935,4,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0744, answer_create, 161058
2014-03-23 08:28:51:0744, edge_create, Tuple[1,13,0.42243185011316475,4,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0744, answer_create, 208799
2014-03-23 08:28:51:0744, edge_create, Tuple[1,14,0.02844198244351226,4,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0744, answer_create, 3455575
2014-03-23 08:28:51:0744, edge_create, Tuple[1,15,0.11492931565881626,4,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0744, answer_create, 12791308
2014-03-23 08:28:51:0760, edge_create, Tuple[1,16,0.8044757095121369,4,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0760, answer_create, 16483567
2014-03-23 08:28:51:0760, edge_create, Tuple[1,17,0.9020238763054689,4,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0760, question_create, -1204082428
2014-03-23 08:28:51:0760, edge_create, Tuple[0,20,0.42390675103236863,1,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0760, question_create, -704330787
2014-03-23 08:28:51:0760, edge_create, Tuple[0,21,0.8301140726920181,1,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0760, question_create, -1867785221
2014-03-23 08:28:51:0760, edge_create, Tuple[0,22,0.32519014257101486,1,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0760, question_create, 1997727018
2014-03-23 08:28:51:0760, edge_create, Tuple[0,23,0.9197018390832299,1,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0760, question_create, -800732925
2014-03-23 08:28:51:0760, edge_create, Tuple[0,24,0.7387788417621819,1,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0760, question_create, 1991685078
2014-03-23 08:28:51:0760, edge_create, Tuple[0,25,0.8450187065847199,1,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0775, question_create, -1967855502
2014-03-23 08:28:51:0775, edge_create, Tuple[0,26,0.08896722655303502,1,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0775, question_create, -16395457
2014-03-23 08:28:51:0775, edge_create, Tuple[0,27,0.20267922170103791,1,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0775, question_create, 217063666
2014-03-23 08:28:51:0775, edge_create, Tuple[0,28,0.3079053144975351,1,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0775, question_create, 1234604354
2014-03-23 08:28:51:0775, edge_create, Tuple[0,29,0.5259596396923408,1,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0775, question_create, -213759040
2014-03-23 08:28:51:0775, edge_create, Tuple[0,30,0.12569914320455344,1,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0775, question_create, -1391655483
2014-03-23 08:28:51:0775, edge_create, Tuple[0,31,0.20733182686161145,1,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0775, question_create, -1453672407
2014-03-23 08:28:51:0775, edge_create, Tuple[0,32,0.15485359339056193,1,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0775, question_create, -2145948013
2014-03-23 08:28:51:0775, edge_create, Tuple[0,33,0.6081909422335257,1,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0775, question_create, -978805744
2014-03-23 08:28:51:0775, edge_create, Tuple[0,34,0.7437370678827062,1,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0775, question_create, 56455397
2014-03-23 08:28:51:0775, edge_create, Tuple[0,35,0.042295678088520416,1,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0775, question_create, -1504187958
2014-03-23 08:28:51:0775, edge_create, Tuple[0,36,0.22849089744858575,1,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0775, question_create, 1641010115
2014-03-23 08:28:51:0791, edge_create, Tuple[0,37,0.18155099025645371,1,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0791, question_create, -1896781720
2014-03-23 08:28:51:0791, edge_create, Tuple[0,38,0.060848282903285256,1,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0791, question_create, 1892665726
2014-03-23 08:28:51:0791, edge_create, Tuple[0,39,0.3167845843116315,1,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0791, question_create, -2096070971
2014-03-23 08:28:51:0791, edge_create, Tuple[0,40,0.3589869827033435,1,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0791, question_create, -2082846030
2014-03-23 08:28:51:0791, edge_create, Tuple[0,41,0.6138593630550299,1,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0791, question_create, 1925857213
2014-03-23 08:28:51:0791, edge_create, Tuple[0,42,0.10751461358097014,1,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0791, question_create, 1918681527
2014-03-23 08:28:51:0791, edge_create, Tuple[0,43,0.3229580027258351,1,0.0,1395620930448,1395620930448]
2014-03-23 08:28:51:0869, setup_resizewin
2014-03-23 08:28:52:0415, diag_itementered, id=6612, type=1
2014-03-23 08:28:52:0711, diag_itemexited, id=6612, type=1
2014-03-23 08:28:52:0774, diag_itementered, id=4149, type=1
2014-03-23 08:28:52:0836, diag_itemexited, id=4149, type=1
2014-03-23 08:28:52:0914, diag_itementered, id=382, type=1
2014-03-23 08:28:52:0961, diag_itemexited, id=382, type=1
2014-03-23 08:28:53:0023, diag_itementered, id=7779, type=1
2014-03-23 08:28:53:0070, diag_itemexited, id=7779, type=1
2014-03-23 08:29:14:0473, list_mouseentered, 7291
2014-03-23 08:29:14:0848, list_mouseexited
