2014-03-22 05:25:25:0798, setup_loaddata
2014-03-22 05:25:25:0954, question_create, 925828982
2014-03-22 05:25:26:0188, answer_create, 133
2014-03-22 05:25:26:0188, edge_create, Tuple[0,1,0.6495983809302478,4,0.0,1395480324876,1395480324876]
2014-03-22 05:25:26:0188, answer_create, 183
2014-03-22 05:25:26:0188, edge_create, Tuple[0,2,0.9292455506315234,4,0.0,1395480324876,1395480324876]
2014-03-22 05:25:26:0188, answer_create, 190
2014-03-22 05:25:26:0188, edge_create, Tuple[0,3,0.45804749305253234,4,0.0,1395480324876,1395480324876]
2014-03-22 05:25:26:0188, answer_create, 540
2014-03-22 05:25:26:0188, edge_create, Tuple[0,4,0.8416669289631064,4,0.0,1395480324876,1395480324876]
2014-03-22 05:25:26:0188, answer_create, 939
2014-03-22 05:25:26:0188, edge_create, Tuple[0,5,0.6082189789711445,4,0.0,1395480324876,1395480324876]
2014-03-22 05:25:26:0188, answer_create, 6726
2014-03-22 05:25:26:0188, edge_create, Tuple[0,6,0.2589535043422061,4,0.0,1395480324876,1395480324876]
2014-03-22 05:25:26:0188, answer_create, 21413
2014-03-22 05:25:26:0188, edge_create, Tuple[0,7,0.29965668847679994,4,0.0,1395480324876,1395480324876]
2014-03-22 05:25:26:0188, answer_create, 53547
2014-03-22 05:25:26:0188, edge_create, Tuple[0,8,0.21587715307905586,4,0.0,1395480324876,1395480324876]
2014-03-22 05:25:26:0188, answer_create, 74018
2014-03-22 05:25:26:0188, edge_create, Tuple[0,9,0.8929136011666006,4,0.0,1395480324876,1395480324876]
2014-03-22 05:25:26:0188, answer_create, 144768
2014-03-22 05:25:26:0188, edge_create, Tuple[0,10,0.019291643774702938,4,0.0,1395480324876,1395480324876]
2014-03-22 05:25:26:0203, answer_create, 155146
2014-03-22 05:25:26:0203, edge_create, Tuple[0,11,0.19636489511736155,4,0.0,1395480324876,1395480324876]
2014-03-22 05:25:26:0203, answer_create, 161058
2014-03-22 05:25:26:0203, edge_create, Tuple[0,12,0.8056398485672447,4,0.0,1395480324876,1395480324876]
2014-03-22 05:25:26:0203, answer_create, 208799
2014-03-22 05:25:26:0203, edge_create, Tuple[0,13,0.3459605057876025,4,0.0,1395480324876,1395480324876]
2014-03-22 05:25:26:0203, answer_create, 3455575
