2014-03-22 07:11:11:0987, setup_loaddata
2014-03-22 07:11:12:0143, question_create, 154554891
2014-03-22 07:11:12:0362, answer_create, 133
2014-03-22 07:11:12:0362, edge_create, Tuple[0,1,0.02628462153390354,4,0.0,1395486671065,1395486671065]
2014-03-22 07:11:12:0362, answer_create, 183
2014-03-22 07:11:12:0362, edge_create, Tuple[0,2,0.6938695534870636,4,0.0,1395486671065,1395486671065]
2014-03-22 07:11:12:0362, answer_create, 190
2014-03-22 07:11:12:0362, edge_create, Tuple[0,3,0.3386563328293921,4,0.0,1395486671065,1395486671065]
2014-03-22 07:11:12:0362, answer_create, 540
2014-03-22 07:11:12:0362, edge_create, Tuple[0,4,0.761149517921031,4,0.0,1395486671065,1395486671065]
2014-03-22 07:11:12:0362, answer_create, 939
2014-03-22 07:11:12:0362, edge_create, Tuple[0,5,0.139760611601646,4,0.0,1395486671065,1395486671065]
2014-03-22 07:11:12:0362, answer_create, 6726
2014-03-22 07:11:12:0362, edge_create, Tuple[0,6,0.029166060538026395,4,0.0,1395486671065,1395486671065]
2014-03-22 07:11:12:0362, answer_create, 21413
2014-03-22 07:11:12:0362, edge_create, Tuple[0,7,0.18328187435722443,4,0.0,1395486671065,1395486671065]
2014-03-22 07:11:12:0362, answer_create, 53547
2014-03-22 07:11:12:0377, edge_create, Tuple[0,8,0.8870626757130875,4,0.0,1395486671065,1395486671065]
2014-03-22 07:11:12:0377, answer_create, 74018
2014-03-22 07:11:12:0377, edge_create, Tuple[0,9,0.16100213072803193,4,0.0,1395486671065,1395486671065]
2014-03-22 07:11:12:0377, answer_create, 144768
2014-03-22 07:11:12:0377, edge_create, Tuple[0,10,0.23719858939646654,4,0.0,1395486671065,1395486671065]
2014-03-22 07:11:12:0377, answer_create, 155146
2014-03-22 07:11:12:0377, edge_create, Tuple[0,11,0.41635153383594303,4,0.0,1395486671065,1395486671065]
2014-03-22 07:11:12:0377, answer_create, 161058
2014-03-22 07:11:12:0377, edge_create, Tuple[0,12,0.12127454492885814,4,0.0,1395486671065,1395486671065]
2014-03-22 07:11:12:0377, answer_create, 208799
2014-03-22 07:11:12:0377, edge_create, Tuple[0,13,0.00498008920059867,4,0.0,1395486671065,1395486671065]
2014-03-22 07:11:12:0377, answer_create, 3455575
2014-03-22 07:11:12:0377, edge_create, Tuple[0,14,0.8763286952874408,4,0.0,1395486671065,1395486671065]
2014-03-22 07:11:12:0377, answer_create, 12791308
2014-03-22 07:11:12:0377, edge_create, Tuple[0,15,0.327916609243328,4,0.0,1395486671065,1395486671065]
2014-03-22 07:11:12:0377, answer_create, 16483567
2014-03-22 07:11:12:0377, edge_create, Tuple[0,16,0.45438886084473595,4,0.0,1395486671065,1395486671065]
2014-03-22 07:11:12:0377, question_create, 954961791
2014-03-22 07:11:12:0377, edge_create, Tuple[0,17,0.004649746177062375,1,0.0,1395486671065,1395486671065]
2014-03-22 07:11:12:0377, question_create, 1154945774
2014-03-22 07:11:12:0377, edge_create, Tuple[0,18,0.9959454428728044,1,0.0,1395486671065,1395486671065]
2014-03-22 07:11:12:0377, question_create, -590839998
