2014-03-22 12:25:48:0733, setup_loaddata
2014-03-22 12:25:49:0104, edge_create, Tuple[0,1,0.3822645486467895,4,0.0,1395505547809,1395505547809]
2014-03-22 12:25:49:0105, answer_create, 133
2014-03-22 12:25:49:0105, edge_create, Tuple[1,2,0.5862737682217473,4,0.0,1395505547809,1395505547809]
2014-03-22 12:25:49:0106, answer_create, 183
2014-03-22 12:25:49:0106, edge_create, Tuple[1,3,0.9061282552575964,4,0.0,1395505547809,1395505547809]
2014-03-22 12:25:49:0106, answer_create, 190
2014-03-22 12:25:49:0107, edge_create, Tuple[1,4,0.5097444428074521,4,0.0,1395505547809,1395505547809]
2014-03-22 12:25:49:0107, answer_create, 540
2014-03-22 12:25:49:0108, edge_create, Tuple[1,5,0.6971261010724319,4,0.0,1395505547809,1395505547809]
2014-03-22 12:25:49:0108, answer_create, 939
2014-03-22 12:25:49:0109, edge_create, Tuple[1,6,0.14090318840900884,4,0.0,1395505547809,1395505547809]
2014-03-22 12:25:49:0109, answer_create, 6726
2014-03-22 12:25:49:0109, edge_create, Tuple[1,7,0.6590972838399219,4,0.0,1395505547809,1395505547809]
2014-03-22 12:25:49:0110, answer_create, 21413
2014-03-22 12:25:49:0110, edge_create, Tuple[1,8,0.08814914024532705,4,0.0,1395505547809,1395505547809]
2014-03-22 12:25:49:0110, answer_create, 53547
2014-03-22 12:25:49:0111, edge_create, Tuple[1,9,0.31681068513397226,4,0.0,1395505547809,1395505547809]
2014-03-22 12:25:49:0111, answer_create, 74018
2014-03-22 12:25:49:0112, edge_create, Tuple[1,10,0.825879151164985,4,0.0,1395505547809,1395505547809]
2014-03-22 12:25:49:0112, answer_create, 144768
2014-03-22 12:25:49:0112, edge_create, Tuple[1,11,0.2833774732925778,4,0.0,1395505547809,1395505547809]
2014-03-22 12:25:49:0113, answer_create, 155146
2014-03-22 12:25:49:0113, edge_create, Tuple[1,12,0.1670868790204887,4,0.0,1395505547809,1395505547809]
2014-03-22 12:25:49:0114, answer_create, 161058
2014-03-22 12:25:49:0114, edge_create, Tuple[1,13,0.6646596822378553,4,0.0,1395505547809,1395505547809]
2014-03-22 12:25:49:0114, answer_create, 208799
2014-03-22 12:25:49:0115, edge_create, Tuple[1,14,0.42468206192999314,4,0.0,1395505547809,1395505547809]
2014-03-22 12:25:49:0115, answer_create, 3455575
2014-03-22 12:25:49:0116, edge_create, Tuple[1,15,0.24655402639488966,4,0.0,1395505547809,1395505547809]
2014-03-22 12:25:49:0116, answer_create, 12791308
2014-03-22 12:25:49:0116, edge_create, Tuple[1,16,0.02863714147274221,4,0.0,1395505547809,1395505547809]
2014-03-22 12:25:49:0117, answer_create, 16483567
2014-03-22 12:25:49:0117, edge_create, Tuple[1,17,0.30596756314768236,4,0.0,1395505547809,1395505547809]
2014-03-22 12:25:49:0120, question_create, -157134398
2014-03-22 12:25:49:0120, edge_create, Tuple[0,18,0.2618150342755985,1,0.0,1395505547809,1395505547809]
2014-03-22 12:25:49:0121, question_create, -1216162767
