2014-03-25 06:40:23:0688, setup_loaddata
2014-03-25 06:40:24:0105, setup_loaddata
2014-03-25 06:40:24:0130, setup_resizewin
2014-03-25 06:40:25:0564, diag_itementered, id=6612, type=1
2014-03-25 06:40:25:0604, diag_itemexited, id=6612, type=1
2014-03-25 06:40:26:0055, diag_itementered, id=8968, type=1
2014-03-25 06:40:26:0099, diag_itemexited, id=8968, type=1
2014-03-25 06:40:26:0313, diag_itementered, id=5328, type=1
2014-03-25 06:40:26:0677, diag_itemexited, id=5328, type=1
2014-03-25 06:40:27:0008, diag_itementered, id=3881, type=1
2014-03-25 06:40:27:0040, diag_itemexited, id=3881, type=1
2014-03-25 06:40:27:0108, diag_itementered, id=6639, type=1
2014-03-25 06:40:27:0228, diag_itemexited, id=6639, type=1
2014-03-25 06:40:28:0057, diag_itementered, id=6639, type=1
2014-03-25 06:40:28:0161, diag_itemexited, id=6639, type=1
2014-03-25 06:40:28:0598, diag_itementered, id=6639, type=1
2014-03-25 06:40:29:0325, diag_itemexited, id=6639, type=1
2014-03-25 06:40:29:0837, diag_itementered, id=5514, type=1
2014-03-25 06:40:30:0405, diag_itemexited, id=5514, type=1
2014-03-25 06:40:30:0859, diag_itementered, id=7661, type=1
2014-03-25 06:40:31:0664, diag_itemexited, id=7661, type=1
2014-03-25 06:40:31:0844, diag_itementered, id=10042, type=1
2014-03-25 06:40:32:0280, diag_itemexited, id=10042, type=1
2014-03-25 06:40:32:0655, diag_itementered, id=2931, type=1
2014-03-25 06:40:33:0315, diag_itemexited, id=2931, type=1
2014-03-25 06:40:33:0350, diag_itementered, id=564, type=1
2014-03-25 06:40:33:0831, diag_itemexited, id=564, type=1
2014-03-25 06:40:33:0967, diag_itementered, id=3049, type=1
2014-03-25 06:40:34:0320, diag_itemexited, id=3049, type=1
2014-03-25 06:40:34:0350, diag_itementered, id=7269, type=1
2014-03-25 06:40:34:0767, diag_itemexited, id=7269, type=1
2014-03-25 06:40:34:0822, diag_itementered, id=8569, type=1
2014-03-25 06:40:35:0231, diag_itemexited, id=8569, type=1
2014-03-25 06:40:35:0552, diag_itementered, id=6222, type=1
2014-03-25 06:40:35:0882, diag_itemexited, id=6222, type=1
2014-03-25 06:40:35:0941, diag_itementered, id=7779, type=1
2014-03-25 06:40:36:0285, diag_itemexited, id=7779, type=1
2014-03-25 06:40:36:0397, diag_itementered, id=9913, type=1
2014-03-25 06:40:36:0692, diag_itemexited, id=9913, type=1
2014-03-25 06:40:36:0708, diag_itementered, id=11088, type=1
2014-03-25 06:40:37:0038, diag_itemexited, id=11088, type=1
2014-03-25 06:40:37:0080, diag_itementered, id=4080, type=1
2014-03-25 06:40:37:0415, diag_itemexited, id=4080, type=1
2014-03-25 06:40:37:0494, diag_itementered, id=4922, type=1
2014-03-25 06:40:37:0935, diag_itemexited, id=4922, type=1
2014-03-25 06:40:38:0246, diag_itementered, id=7291, type=1
2014-03-25 06:40:38:0315, diag_itemexited, id=7291, type=1
2014-03-25 06:40:38:0436, diag_itementered, id=7291, type=1
2014-03-25 06:40:38:0450, diag_itemexited, id=7291, type=1
