2014-11-06 08:57:47:0718, setup_loaddata
2014-11-06 08:57:53:0178, list_mouseentered, 1641682794
2014-11-06 08:57:53:0397, list_mouseexited
2014-11-06 08:57:53:0880, diag_itementered, id=54909, type=1
2014-11-06 08:57:54:0005, diag_itemexited, id=54909, type=1
2014-11-06 08:57:54:0380, diag_itementered, id=40480, type=1
2014-11-06 08:57:56:0423, edge_create, Tuple[0,1,0.948759078612495,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:56:0423, edge_create, Tuple[1,2,0.5838615229055487,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:56:0470, edge_create, Tuple[1,3,0.0743537932762327,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:56:0517, edge_create, Tuple[1,4,0.30806867969137053,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:56:0548, edge_create, Tuple[1,5,0.16495202900159345,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:56:0579, edge_create, Tuple[1,6,0.4878363700573345,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:56:0610, edge_create, Tuple[1,7,0.3133797248827722,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:56:0642, edge_create, Tuple[1,8,0.6710213733800121,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:56:0673, edge_create, Tuple[1,9,0.8399662034401705,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:56:0704, edge_create, Tuple[1,10,0.7540709684764276,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:56:0735, edge_create, Tuple[1,11,0.9690093372930945,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:56:0766, edge_create, Tuple[1,12,0.2520729315443282,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:56:0782, edge_create, Tuple[1,13,0.9870455906210894,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:56:0813, edge_create, Tuple[1,14,0.9221969884430373,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:56:0844, edge_create, Tuple[1,15,0.282379016479289,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:56:0876, edge_create, Tuple[1,16,0.7863839993948925,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:56:0907, edge_create, Tuple[1,17,0.9740129488158865,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:56:0938, edge_create, Tuple[1,18,0.25563773771099063,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:56:0969, edge_create, Tuple[1,19,0.40517853687311145,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:56:0985, edge_create, Tuple[1,20,0.24901271992682483,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:57:0016, edge_create, Tuple[1,21,0.09523165650330956,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:57:0047, edge_create, Tuple[1,22,0.2075970321122108,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:57:0078, edge_create, Tuple[1,23,0.9475807922511899,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:57:0110, edge_create, Tuple[1,24,0.2753147405440639,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:57:0141, edge_create, Tuple[1,25,0.6249299778532392,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:57:0172, edge_create, Tuple[1,26,0.717691803305937,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:57:0188, edge_create, Tuple[1,27,0.19150915396373624,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:57:0219, edge_create, Tuple[1,28,0.7059473260597787,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:57:0250, edge_create, Tuple[1,29,0.9407853808910782,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:57:0281, edge_create, Tuple[1,30,0.7516123147770222,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:57:0312, edge_create, Tuple[1,31,0.9726909044310188,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:57:0344, edge_create, Tuple[1,32,0.4466938460077492,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:57:0375, edge_create, Tuple[1,33,0.6435806269012412,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:57:0406, edge_create, Tuple[1,34,0.3721706727309042,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:57:0422, edge_create, Tuple[1,35,0.7124842496525216,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:57:0453, edge_create, Tuple[1,36,0.47492605594263426,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:57:0484, edge_create, Tuple[1,37,0.46690753327307566,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:57:0515, edge_create, Tuple[1,38,0.287324883084661,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:57:0546, edge_create, Tuple[1,39,0.5892554763479884,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:57:0578, edge_create, Tuple[1,40,0.7473736778010152,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:57:0609, edge_create, Tuple[1,41,0.17030833032747839,1,0.0,1415282252979,1415282252979]
2014-11-06 08:57:57:0656, discussion_open, 40480
2014-11-06 08:57:57:0656, diag_itemclicked, id=40480, type=1
2014-11-06 08:57:58:0592, diag_itemexited, id=40480, type=1
2014-11-06 08:57:58:0779, list_mouseentered, type=detailAnswersList
2014-11-06 08:58:01:0384, list_mouseexited, type=detailAnswersList
2014-11-06 08:58:42:0316, list_mouseentered, type=detailAnswersList
2014-11-06 08:58:42:0550, list_mouseexited, type=detailAnswersList
