2014-03-22 07:14:26:0080, setup_loaddata
2014-03-22 07:14:26:0252, question_create, 1523119436
2014-03-22 07:14:26:0455, answer_create, 133
2014-03-22 07:14:26:0455, edge_create, Tuple[0,1,0.8638569272910886,4,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0455, answer_create, 183
2014-03-22 07:14:26:0455, edge_create, Tuple[0,2,0.09756134266079919,4,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0455, answer_create, 190
2014-03-22 07:14:26:0455, edge_create, Tuple[0,3,0.33469607678351865,4,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0455, answer_create, 540
2014-03-22 07:14:26:0455, edge_create, Tuple[0,4,0.5556470182255702,4,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0455, answer_create, 939
2014-03-22 07:14:26:0455, edge_create, Tuple[0,5,0.7527907716612554,4,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0455, answer_create, 6726
2014-03-22 07:14:26:0455, edge_create, Tuple[0,6,0.2382182267345695,4,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0470, answer_create, 21413
2014-03-22 07:14:26:0470, edge_create, Tuple[0,7,0.577372726718144,4,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0470, answer_create, 53547
2014-03-22 07:14:26:0470, edge_create, Tuple[0,8,0.7328203920742636,4,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0470, answer_create, 74018
2014-03-22 07:14:26:0470, edge_create, Tuple[0,9,0.4952784064924015,4,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0470, answer_create, 144768
2014-03-22 07:14:26:0470, edge_create, Tuple[0,10,0.09684451667487315,4,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0470, answer_create, 155146
2014-03-22 07:14:26:0470, edge_create, Tuple[0,11,0.35509379173681976,4,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0470, answer_create, 161058
2014-03-22 07:14:26:0470, edge_create, Tuple[0,12,0.5857406479143428,4,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0470, answer_create, 208799
2014-03-22 07:14:26:0470, edge_create, Tuple[0,13,0.26049134797181783,4,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0470, answer_create, 3455575
2014-03-22 07:14:26:0470, edge_create, Tuple[0,14,0.8474049627725886,4,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0470, answer_create, 12791308
2014-03-22 07:14:26:0470, edge_create, Tuple[0,15,0.9846545452039925,4,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0470, answer_create, 16483567
2014-03-22 07:14:26:0470, edge_create, Tuple[0,16,0.5330130469431386,4,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0470, question_create, 935680444
2014-03-22 07:14:26:0470, edge_create, Tuple[0,17,0.28651501226789033,1,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0470, question_create, -1812248070
2014-03-22 07:14:26:0470, edge_create, Tuple[0,18,0.6668631937578821,1,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0470, question_create, -844792040
2014-03-22 07:14:26:0470, edge_create, Tuple[0,19,0.04669367406791847,1,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0486, question_create, -1478824892
2014-03-22 07:14:26:0486, edge_create, Tuple[0,20,0.8347919353579974,1,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0486, question_create, -879719469
2014-03-22 07:14:26:0486, edge_create, Tuple[0,21,0.4769772788097225,1,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0486, question_create, 1127398888
2014-03-22 07:14:26:0486, edge_create, Tuple[0,22,0.8264959193614559,1,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0486, question_create, 1289290333
2014-03-22 07:14:26:0486, edge_create, Tuple[0,23,0.3686696168355792,1,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0486, question_create, -693498215
2014-03-22 07:14:26:0486, edge_create, Tuple[0,24,0.502117072955818,1,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0486, question_create, -392555807
2014-03-22 07:14:26:0486, edge_create, Tuple[0,25,0.3149392662581254,1,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0486, question_create, -516547732
2014-03-22 07:14:26:0486, edge_create, Tuple[0,26,0.640793426104532,1,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0486, question_create, 1864224296
2014-03-22 07:14:26:0502, edge_create, Tuple[0,27,0.07317060504995854,1,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0502, question_create, 1123845313
2014-03-22 07:14:26:0502, edge_create, Tuple[0,28,0.9411027824003991,1,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0502, question_create, 1548132960
2014-03-22 07:14:26:0502, edge_create, Tuple[0,29,0.2371407393493975,1,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0502, question_create, -1281278939
2014-03-22 07:14:26:0502, edge_create, Tuple[0,30,0.5536847158872009,1,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0502, question_create, -1404722375
2014-03-22 07:14:26:0502, edge_create, Tuple[0,31,0.08974163471011798,1,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0502, question_create, -64323894
2014-03-22 07:14:26:0502, edge_create, Tuple[0,32,0.3219990567273916,1,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0502, question_create, 1969304290
2014-03-22 07:14:26:0502, edge_create, Tuple[0,33,0.5075664391564061,1,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0502, question_create, -1373120676
2014-03-22 07:14:26:0502, edge_create, Tuple[0,34,0.9107991993791368,1,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0502, question_create, -95586318
2014-03-22 07:14:26:0502, edge_create, Tuple[0,35,0.7086496363390796,1,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0502, question_create, -1664565613
2014-03-22 07:14:26:0502, edge_create, Tuple[0,36,0.9449116441585662,1,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0502, question_create, -1726181117
2014-03-22 07:14:26:0502, edge_create, Tuple[0,37,0.3538782712363683,1,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0502, question_create, 1259351240
2014-03-22 07:14:26:0502, edge_create, Tuple[0,38,0.0041364564936111625,1,0.0,1395486865175,1395486865175]
2014-03-22 07:14:26:0502, question_create, -2131408163
2014-03-22 07:14:26:0517, edge_create, Tuple[0,39,0.14533082168838907,1,0.0,1395486865175,1395486865175]
