2014-03-20 07:21:02:0828, setup_loaddata
2014-03-20 07:21:02:0978, question_create, -1273429392
2014-03-20 07:21:04:0137, question_create, 203940847
2014-03-20 07:21:04:0139, edge_create, Tuple[0,1,0.8911391335734232,1,0.0,1395314461871,1395314461871]
2014-03-20 07:21:04:0141, question_create, 325061426
2014-03-20 07:21:04:0142, edge_create, Tuple[0,2,0.037730654940775876,1,0.0,1395314461871,1395314461871]
2014-03-20 07:21:04:0143, question_create, 1052873446
2014-03-20 07:21:04:0144, edge_create, Tuple[0,3,0.6389561148210837,1,0.0,1395314461871,1395314461871]
2014-03-20 07:21:04:0146, question_create, -1049144176
2014-03-20 07:21:04:0147, edge_create, Tuple[0,4,0.14353286033676582,1,0.0,1395314461871,1395314461871]
2014-03-20 07:21:04:0148, question_create, -591314494
2014-03-20 07:21:04:0149, edge_create, Tuple[0,5,0.5494106200835908,1,0.0,1395314461871,1395314461871]
2014-03-20 07:21:04:0151, question_create, 1647224430
2014-03-20 07:21:04:0151, edge_create, Tuple[0,6,0.36668622741000756,1,0.0,1395314461871,1395314461871]
2014-03-20 07:21:04:0153, question_create, -1451416644
2014-03-20 07:21:04:0154, edge_create, Tuple[0,7,0.7082656105859759,1,0.0,1395314461871,1395314461871]
2014-03-20 07:21:04:0155, question_create, -1478421126
2014-03-20 07:21:04:0156, edge_create, Tuple[0,8,0.8869714918751755,1,0.0,1395314461871,1395314461871]
2014-03-20 07:21:04:0157, question_create, 954505119
2014-03-20 07:21:04:0158, edge_create, Tuple[0,9,0.019236304308328123,1,0.0,1395314461871,1395314461871]
2014-03-20 07:21:04:0159, question_create, 1929600533
2014-03-20 07:21:04:0160, edge_create, Tuple[0,10,0.22564732037572766,1,0.0,1395314461871,1395314461871]
2014-03-20 07:21:04:0161, question_create, 45264055
2014-03-20 07:21:04:0162, edge_create, Tuple[0,11,0.6187054332830851,1,0.0,1395314461871,1395314461871]
2014-03-20 07:21:04:0163, question_create, 1217769713
2014-03-20 07:21:04:0163, edge_create, Tuple[0,12,0.7630880298309781,1,0.0,1395314461871,1395314461871]
2014-03-20 07:21:04:0164, question_create, 752602516
2014-03-20 07:21:04:0164, edge_create, Tuple[0,13,0.7725887770236767,1,0.0,1395314461871,1395314461871]
2014-03-20 07:21:04:0165, question_create, 1892427133
2014-03-20 07:21:04:0166, edge_create, Tuple[0,14,0.5645056508940818,1,0.0,1395314461871,1395314461871]
2014-03-20 07:21:04:0166, question_create, 971080899
2014-03-20 07:21:04:0167, edge_create, Tuple[0,15,0.14716025299975433,1,0.0,1395314461871,1395314461871]
2014-03-20 07:21:04:0167, question_create, -1329550783
2014-03-20 07:21:04:0168, edge_create, Tuple[0,16,0.6866185570350889,1,0.0,1395314461871,1395314461871]
2014-03-20 07:21:04:0169, question_create, -811394248
2014-03-20 07:21:04:0169, edge_create, Tuple[0,17,0.33510558701587745,1,0.0,1395314461871,1395314461871]
2014-03-20 07:21:04:0170, question_create, -1140996328
2014-03-20 07:21:04:0171, edge_create, Tuple[0,18,0.15722260660861442,1,0.0,1395314461871,1395314461871]
2014-03-20 07:21:04:0171, question_create, 196749453
2014-03-20 07:21:04:0172, edge_create, Tuple[0,19,0.7672386738341359,1,0.0,1395314461871,1395314461871]
2014-03-20 07:21:04:0172, question_create, -2091972871
2014-03-20 07:21:04:0173, edge_create, Tuple[0,20,0.39577986677394617,1,0.0,1395314461871,1395314461871]
2014-03-20 07:21:04:0174, question_create, -1451219768
2014-03-20 07:21:04:0174, edge_create, Tuple[0,21,0.8650035620208076,1,0.0,1395314461871,1395314461871]
2014-03-20 07:21:04:0175, question_create, -1350568706
2014-03-20 07:21:04:0175, edge_create, Tuple[0,22,0.46562745616062917,1,0.0,1395314461871,1395314461871]
2014-03-20 07:21:04:0176, question_create, 951156344
2014-03-20 07:21:04:0176, edge_create, Tuple[0,23,0.06429533090927764,1,0.0,1395314461871,1395314461871]
2014-03-20 07:21:04:0177, question_create, -790906465
