2014-11-17 05:29:48:0394, setup_loaddata
2014-11-17 05:29:53:0215, edge_create, Tuple[0,1,0.3443459605066127,5,0.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0215, question_create, 24723
2014-11-17 05:29:53:0215, edge_create, Tuple[1,2,0.04160526502785844,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0215, question_create, 3049
2014-11-17 05:29:53:0215, edge_create, Tuple[1,3,0.7654438642560558,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0215, question_create, 51276
2014-11-17 05:29:53:0215, edge_create, Tuple[1,4,0.8703799033013426,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0215, question_create, 41233
2014-11-17 05:29:53:0215, edge_create, Tuple[1,5,0.3593014072796079,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0215, question_create, 40663
2014-11-17 05:29:53:0215, edge_create, Tuple[1,6,0.0534643446803893,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0215, question_create, 31446
2014-11-17 05:29:53:0215, edge_create, Tuple[1,7,0.6142503648233387,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0215, question_create, 47676
2014-11-17 05:29:53:0215, edge_create, Tuple[1,8,0.856302907519753,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0215, question_create, 31693
2014-11-17 05:29:53:0215, edge_create, Tuple[1,9,0.19587077791411278,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0215, question_create, 36701
2014-11-17 05:29:53:0215, edge_create, Tuple[1,10,0.5211595586364608,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0230, question_create, 40480
2014-11-17 05:29:53:0230, edge_create, Tuple[1,11,0.2555889325362948,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0230, question_create, 49379
2014-11-17 05:29:53:0230, edge_create, Tuple[1,12,0.2258128931969815,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0230, question_create, 60160
2014-11-17 05:29:53:0230, edge_create, Tuple[1,13,0.5699646407938517,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0230, question_create, 35785
2014-11-17 05:29:53:0230, edge_create, Tuple[1,14,0.04757849882050147,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0230, question_create, 46898
2014-11-17 05:29:53:0230, edge_create, Tuple[1,15,0.8453454495677523,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0230, question_create, 14617
2014-11-17 05:29:53:0230, edge_create, Tuple[1,16,0.34935390988487913,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0230, question_create, 62289
2014-11-17 05:29:53:0230, edge_create, Tuple[1,17,0.1822834698117155,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0230, question_create, 43157
2014-11-17 05:29:53:0230, edge_create, Tuple[1,18,0.1516793497917589,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0230, question_create, 2158
2014-11-17 05:29:53:0230, edge_create, Tuple[1,19,0.24036354412208627,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0230, question_create, 37628
2014-11-17 05:29:53:0230, edge_create, Tuple[1,20,0.8195963424636787,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0230, question_create, 25192
2014-11-17 05:29:53:0230, edge_create, Tuple[1,21,0.8083254678150964,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0230, question_create, 50532
2014-11-17 05:29:53:0230, edge_create, Tuple[1,22,0.07712680347290168,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0230, question_create, 51390
2014-11-17 05:29:53:0230, edge_create, Tuple[1,23,0.45114865858854925,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0230, question_create, 55709
2014-11-17 05:29:53:0230, edge_create, Tuple[1,24,0.8453680836412135,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0230, question_create, 13751
2014-11-17 05:29:53:0230, edge_create, Tuple[1,25,0.5627995883320861,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0230, question_create, 47605
2014-11-17 05:29:53:0230, edge_create, Tuple[1,26,0.39051439337929983,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0230, question_create, 22697
2014-11-17 05:29:53:0230, edge_create, Tuple[1,27,0.3414411946407717,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0230, question_create, 65035
2014-11-17 05:29:53:0230, edge_create, Tuple[1,28,0.5517033351401313,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0230, question_create, 54909
2014-11-17 05:29:53:0230, edge_create, Tuple[1,29,0.9670143680771476,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0230, question_create, 21817
2014-11-17 05:29:53:0230, edge_create, Tuple[1,30,0.5097060835869767,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0230, question_create, 15695
2014-11-17 05:29:53:0230, edge_create, Tuple[1,31,0.096295874644586,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0230, question_create, 3881
2014-11-17 05:29:53:0230, edge_create, Tuple[1,32,0.34851494845456477,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0230, question_create, 27065
2014-11-17 05:29:53:0230, edge_create, Tuple[1,33,0.8980078778989653,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0246, question_create, 564
2014-11-17 05:29:53:0246, edge_create, Tuple[1,34,0.07333876578732335,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0246, question_create, 33262
2014-11-17 05:29:53:0246, edge_create, Tuple[1,35,0.3836241373694559,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0246, question_create, 29689
2014-11-17 05:29:53:0246, edge_create, Tuple[1,36,0.37902901367111663,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0246, question_create, 61615
2014-11-17 05:29:53:0246, edge_create, Tuple[1,37,0.10463092632899185,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0246, question_create, 19766
2014-11-17 05:29:53:0246, edge_create, Tuple[1,38,0.23928450094999265,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0246, question_create, 51438
2014-11-17 05:29:53:0246, edge_create, Tuple[1,39,0.1937278010828558,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0246, question_create, 40471
2014-11-17 05:29:53:0246, edge_create, Tuple[1,40,0.8140039442608323,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0246, question_create, 62276
2014-11-17 05:29:53:0246, edge_create, Tuple[1,41,0.7384889154731609,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0246, question_create, 7720
2014-11-17 05:29:53:0246, edge_create, Tuple[1,42,0.5828796917702328,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0246, question_create, 41107
2014-11-17 05:29:53:0246, edge_create, Tuple[1,43,0.057171176514494104,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0246, question_create, 27129
2014-11-17 05:29:53:0246, edge_create, Tuple[1,44,0.41888799415704203,2,1.0,1416220187287,1416220187287]
2014-11-17 05:29:53:0246, question_create, 20227
2014-11-17 05:29:53:0246, edge_create, Tuple[1,45,0.26659514266049045,2,1.0,1416220187287,1416220187287]
